baseline,job_id,workload,job_completion_time_ms,p50_latency_ms,p90_latency_ms,p99_latency_ms,goodput_jobs_per_s,naive_kv_bytes,kv_bytes_total,kv_saving_ratio,kv_duplication_ratio,cache_hit_rate,sram_peak_occupancy_bytes,sram_overflow_bytes,prefill_ms_total,decode_ms_total,communication_time_ms,queue_wait_ms_total,prefill_utilization,decode_utilization,energy_estimated_j,energy_per_job_j,mesh_total_traffic_bytes,mesh_avg_link_load_bytes,mesh_max_link_load_bytes,mesh_hotspot_ratio
waferagent_full,debate_job_0,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_1,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_2,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_3,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_4,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_5,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_6,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_7,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_8,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_9,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_10,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_11,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_12,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_13,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_14,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_15,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_16,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_17,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_18,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_19,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_20,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_21,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
waferagent_full,debate_job_22,debate,56.3718877582336,21.117073743001598,21.45969906669568,22.692646231994367,17.73933852080271,2550136832.0,1442840576.0,0.4342105263157895,1.7674418604651163,0.8888888888888888,1442840576.0,0.0,26.4489443147776,156.075192,0.0025096959999999996,0.0,0.4691867767177001,1.0,0.0080782434304,0.0080782434304,69632.0,34816.0,34816.0,1.0
