job_id,workload,critical_path_weight,total_work_weight,critical_path_fraction
debate_job_0,debate,7104.0,20544.0,0.34579439252336447
debate_job_1,debate,7104.0,20544.0,0.34579439252336447
debate_job_2,debate,7104.0,20544.0,0.34579439252336447
debate_job_3,debate,7104.0,20544.0,0.34579439252336447
debate_job_4,debate,7104.0,20544.0,0.34579439252336447
debate_job_5,debate,7104.0,20544.0,0.34579439252336447
debate_job_6,debate,7104.0,20544.0,0.34579439252336447
debate_job_7,debate,7104.0,20544.0,0.34579439252336447
debate_job_8,debate,7104.0,20544.0,0.34579439252336447
debate_job_9,debate,7104.0,20544.0,0.34579439252336447
debate_job_10,debate,7104.0,20544.0,0.34579439252336447
debate_job_11,debate,7104.0,20544.0,0.34579439252336447
debate_job_12,debate,7104.0,20544.0,0.34579439252336447
debate_job_13,debate,7104.0,20544.0,0.34579439252336447
debate_job_14,debate,7104.0,20544.0,0.34579439252336447
debate_job_15,debate,7104.0,20544.0,0.34579439252336447
debate_job_16,debate,7104.0,20544.0,0.34579439252336447
debate_job_17,debate,7104.0,20544.0,0.34579439252336447
debate_job_18,debate,7104.0,20544.0,0.34579439252336447
debate_job_19,debate,7104.0,20544.0,0.34579439252336447
debate_job_20,debate,7104.0,20544.0,0.34579439252336447
debate_job_21,debate,7104.0,20544.0,0.34579439252336447
debate_job_22,debate,7104.0,20544.0,0.34579439252336447
debate_job_23,debate,7104.0,20544.0,0.34579439252336447
debate_job_24,debate,7104.0,20544.0,0.34579439252336447
debate_job_25,debate,7104.0,20544.0,0.34579439252336447
debate_job_26,debate,7104.0,20544.0,0.34579439252336447
debate_job_27,debate,7104.0,20544.0,0.34579439252336447
debate_job_28,debate,7104.0,20544.0,0.34579439252336447
debate_job_29,debate,7104.0,20544.0,0.34579439252336447
debate_job_30,debate,7104.0,20544.0,0.34579439252336447
debate_job_31,debate,7104.0,20544.0,0.34579439252336447
debate_job_32,debate,7104.0,20544.0,0.34579439252336447
debate_job_33,debate,7104.0,20544.0,0.34579439252336447
debate_job_34,debate,7104.0,20544.0,0.34579439252336447
debate_job_35,debate,7104.0,20544.0,0.34579439252336447
debate_job_36,debate,7104.0,20544.0,0.34579439252336447
debate_job_37,debate,7104.0,20544.0,0.34579439252336447
debate_job_38,debate,7104.0,20544.0,0.34579439252336447
debate_job_39,debate,7104.0,20544.0,0.34579439252336447
debate_job_40,debate,7104.0,20544.0,0.34579439252336447
debate_job_41,debate,7104.0,20544.0,0.34579439252336447
debate_job_42,debate,7104.0,20544.0,0.34579439252336447
debate_job_43,debate,7104.0,20544.0,0.34579439252336447
debate_job_44,debate,7104.0,20544.0,0.34579439252336447
debate_job_45,debate,7104.0,20544.0,0.34579439252336447
debate_job_46,debate,7104.0,20544.0,0.34579439252336447
debate_job_47,debate,7104.0,20544.0,0.34579439252336447
debate_job_48,debate,7104.0,20544.0,0.34579439252336447
debate_job_49,debate,7104.0,20544.0,0.34579439252336447
debate_job_50,debate,7104.0,20544.0,0.34579439252336447
debate_job_51,debate,7104.0,20544.0,0.34579439252336447
debate_job_52,debate,7104.0,20544.0,0.34579439252336447
debate_job_53,debate,7104.0,20544.0,0.34579439252336447
debate_job_54,debate,7104.0,20544.0,0.34579439252336447
debate_job_55,debate,7104.0,20544.0,0.34579439252336447
debate_job_56,debate,7104.0,20544.0,0.34579439252336447
debate_job_57,debate,7104.0,20544.0,0.34579439252336447
debate_job_58,debate,7104.0,20544.0,0.34579439252336447
debate_job_59,debate,7104.0,20544.0,0.34579439252336447
debate_job_60,debate,7104.0,20544.0,0.34579439252336447
debate_job_61,debate,7104.0,20544.0,0.34579439252336447
debate_job_62,debate,7104.0,20544.0,0.34579439252336447
debate_job_63,debate,7104.0,20544.0,0.34579439252336447
debate_job_64,debate,7104.0,20544.0,0.34579439252336447
debate_job_65,debate,7104.0,20544.0,0.34579439252336447
debate_job_66,debate,7104.0,20544.0,0.34579439252336447
debate_job_67,debate,7104.0,20544.0,0.34579439252336447
debate_job_68,debate,7104.0,20544.0,0.34579439252336447
debate_job_69,debate,7104.0,20544.0,0.34579439252336447
debate_job_70,debate,7104.0,20544.0,0.34579439252336447
debate_job_71,debate,7104.0,20544.0,0.34579439252336447
debate_job_72,debate,7104.0,20544.0,0.34579439252336447
debate_job_73,debate,7104.0,20544.0,0.34579439252336447
debate_job_74,debate,7104.0,20544.0,0.34579439252336447
debate_job_75,debate,7104.0,20544.0,0.34579439252336447
debate_job_76,debate,7104.0,20544.0,0.34579439252336447
debate_job_77,debate,7104.0,20544.0,0.34579439252336447
debate_job_78,debate,7104.0,20544.0,0.34579439252336447
debate_job_79,debate,7104.0,20544.0,0.34579439252336447
debate_job_80,debate,7104.0,20544.0,0.34579439252336447
debate_job_81,debate,7104.0,20544.0,0.34579439252336447
debate_job_82,debate,7104.0,20544.0,0.34579439252336447
debate_job_83,debate,7104.0,20544.0,0.34579439252336447
debate_job_84,debate,7104.0,20544.0,0.34579439252336447
debate_job_85,debate,7104.0,20544.0,0.34579439252336447
debate_job_86,debate,7104.0,20544.0,0.34579439252336447
debate_job_87,debate,7104.0,20544.0,0.34579439252336447
debate_job_88,debate,7104.0,20544.0,0.34579439252336447
debate_job_89,debate,7104.0,20544.0,0.34579439252336447
debate_job_90,debate,7104.0,20544.0,0.34579439252336447
debate_job_91,debate,7104.0,20544.0,0.34579439252336447
debate_job_92,debate,7104.0,20544.0,0.34579439252336447
debate_job_93,debate,7104.0,20544.0,0.34579439252336447
debate_job_94,debate,7104.0,20544.0,0.34579439252336447
