mode,old_mode_alias,shared_prefix_tokens,shared_kv_bytes,num_agents,decode_tokens_per_agent,ring_shards,reduction_topology,sram_total_bytes,sram_peak_region_bytes,local_sram_read_bytes,private_kv_write_bytes,payload_bytes,total_wire_bytes,max_directed_link_load_bytes,mean_active_link_load_bytes,network_latency_s,compute_latency_s,sram_latency_s,serialized_latency_s,throughput_bound_latency_s,critical_path_latency_s,estimated_attention_stage_latency_s,attention_stage_latency_s,estimated_end_to_end_proxy_latency_s,metric_warning,estimated_latency_s,mesh_time_s,compute_time_s,total_sram_gib,peak_region_sram_gib,sram_port_gib,payload_gib,wire_traffic_tib,max_link_load_gib,hotspot_ratio,max_directed_link,local_sram_read_tib,setup_replication_payload_gib,setup_replication_wire_tib,steady_state_local_decode_read_gib,central_sram_read_bytes,central_query_payload_bytes,central_result_payload_bytes,central_compute_proxy_bytes,central_router_in_bytes,central_router_out_bytes,central_max_link_load_bytes,central_hotspot_ratio,central_compute_bytes_or_ops,central_region_queue_time_s,attention_stage_proxy_latency_s,query_bytes_sent,partial_bytes_returned,query_scatter_latency_s,local_shard_compute_latency_s,reduction_latency_s,local_suffix_latency_s,merge_latency_s,central_query_mesh_latency_s,central_sram_read_latency_s,central_compute_latency_s,central_return_mesh_latency_s,central_queue_latency_s,reduction_bytes,reduction_wire_bytes,reduction_byte_hops,query_scatter_byte_hops,partial_reduce_byte_hops,result_return_byte_hops,reduction_hops,reduction_edges,num_reduction_steps,setup_cycles,steady_state_cycles,max_reduction_link_load_bytes,query_tile_bytes,partial_state_bytes,online_state_bytes,state_vector_dim,state_dtype_bytes,scalar_state_bytes,query_dtype_bytes,packet_bytes,packet_model,actual_query_tile_sizes,requested_query_tile_size,logical_decode_queries,query_tiles,query_tile_payload_bytes_per_step,partial_state_payload_bytes_per_step,shard_group_size,placement_unit,regions_per_shard,shard_bytes,shard_region_bytes,shard_bytes_per_region,query_tile_size,num_query_tiles_total,reduction,placement,num_shards,region_capacity_violation,valid_capacity,capacity_valid,capacity_violation_reason,vc_model,agents,decode_tokens,link_bandwidth_gbps,region_sram_bandwidth_tibps,region_capacity_gib
Replicate-All,,32768,4294967296,8,256,,,34628173824.0,4328521728.0,1099511627776,268435456,34359738368.0,395136991232.0,17179869184.0,6585616520.533334,0.171798772,0.050012208,0.050012208,0.22181098,0.22181098,0.22181098,0.22181098,0.22181098,0.22181098,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.22181098,0.171798772,0.050012208,32.25,4.03125,1024.25,32.0,0.359375,16.0,2.608695652173913,"(7,7)->(8,7)",,32.0,0.359375,1024.0,,,,,,,,,,,0.22181098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,2048,2048,,,"""""",,"""""","""""","""""","""""",4,,,,,True,False,False,peak region SRAM 4328521728.0 exceeds capacity 1073741824.0,,8,256,,,
Pull-KV-Independent,Single-Home,32768,4294967296,8,256,,,4563402752.0,4294967296.0,8796093022208,268435456,8796126576640.0,101155455631360.0,4398054899712.0,842962130261.3334,43.980569478,0.400012208,0.400012208,44.380581686,44.380581686,44.380581686,44.380581686,44.380581686,44.380581686,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",44.380581686,43.980569478,0.400012208,4.25,4.0,8192.25,8192.03125,92.00035095214844,4096.0078125,5.217381353001616,"(7,7)->(8,7)",,,,,8796093022208,,,,,,,,,,44.380581686,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,2048,2048,,,"""""",,"""""","""""","""""","""""",8,,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,256,,,
Central-KV-Stationary,,32768,4294967296,8,256,,,4563402752.0,4294967296.0,1099511627776,268435456,50855936.0,711983104.0,34078720.0,25427968.0,0.000544401,0.034359739,0.05,0.08490414,0.084359739,0.084359879,0.084359739,0.084359739,0.084359739,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.08490414,0.000544401,0.084359739,4.25,4.0,1024.25,0.04736328125,0.0006475448608398438,0.03173828125,1.3402061855670102,"(7,7)->(6,7)",,,,,1099511627776,16777216,34078720,35184372088832.0,16777216,34078720,34078720.0,1.3402061855670102,35184372088832.0,0.084359739,0.084359739,16777216,34078720,0.000185693,,0.0,0.0,0.0,0.000185693,0.05,0.034359739,0.000358708,0.084359739,,,,,,,,,,,,,65536,133120,,,,,,,"query bytes in, exact FP32 online-softmax state out",[8],8,2048,256,65536,133120,"""""",,"""""","""""","""""","""""",8,256,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,256,,,
Replicate-All,,32768,4294967296,8,256,,,34628173824.0,4328521728.0,1099511627776,268435456,34359738368.0,395136991232.0,17179869184.0,6585616520.533334,0.171798772,0.050012208,0.050012208,0.22181098,0.22181098,0.22181098,0.22181098,0.22181098,0.22181098,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.22181098,0.171798772,0.050012208,32.25,4.03125,1024.25,32.0,0.359375,16.0,2.608695652173913,"(7,7)->(8,7)",,32.0,0.359375,1024.0,,,,,,,,,,,0.22181098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,2048,2048,,,"""""",,"""""","""""","""""","""""",8,,,,,True,False,False,peak region SRAM 4328521728.0 exceeds capacity 1073741824.0,,8,256,,,
Pull-KV-Independent,Single-Home,32768,4294967296,8,256,,,4563402752.0,4294967296.0,8796093022208,268435456,8796126576640.0,101155455631360.0,4398054899712.0,842962130261.3334,43.980569478,0.400012208,0.400012208,44.380581686,44.380581686,44.380581686,44.380581686,44.380581686,44.380581686,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",44.380581686,43.980569478,0.400012208,4.25,4.0,8192.25,8192.03125,92.00035095214844,4096.0078125,5.217381353001616,"(7,7)->(8,7)",,,,,8796093022208,,,,,,,,,,44.380581686,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,2048,2048,,,"""""",,"""""","""""","""""","""""",16,,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,256,,,
Central-KV-Stationary,,32768,4294967296,8,256,,,4563402752.0,4294967296.0,1099511627776,268435456,50855936.0,711983104.0,34078720.0,25427968.0,0.000544401,0.034359739,0.05,0.08490414,0.084359739,0.084359879,0.084359739,0.084359739,0.084359739,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.08490414,0.000544401,0.084359739,4.25,4.0,1024.25,0.04736328125,0.0006475448608398438,0.03173828125,1.3402061855670102,"(7,7)->(6,7)",,,,,1099511627776,16777216,34078720,35184372088832.0,16777216,34078720,34078720.0,1.3402061855670102,35184372088832.0,0.084359739,0.084359739,16777216,34078720,0.000185693,,0.0,0.0,0.0,0.000185693,0.05,0.034359739,0.000358708,0.084359739,,,,,,,,,,,,,65536,133120,,,,,,,"query bytes in, exact FP32 online-softmax state out",[8],16,2048,256,65536,133120,"""""",,"""""","""""","""""","""""",16,256,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,256,,,
Replicate-All,,32768,4294967296,8,256,,,34628173824.0,4328521728.0,1099511627776,268435456,34359738368.0,395136991232.0,17179869184.0,6585616520.533334,0.171798772,0.050012208,0.050012208,0.22181098,0.22181098,0.22181098,0.22181098,0.22181098,0.22181098,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.22181098,0.171798772,0.050012208,32.25,4.03125,1024.25,32.0,0.359375,16.0,2.608695652173913,"(7,7)->(8,7)",,32.0,0.359375,1024.0,,,,,,,,,,,0.22181098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,2048,2048,,,"""""",,"""""","""""","""""","""""",16,,,,,True,False,False,peak region SRAM 4328521728.0 exceeds capacity 1073741824.0,,8,256,,,
Pull-KV-Independent,Single-Home,32768,4294967296,8,512,,,4831838208.0,4294967296.0,17592186044416,536870912,17592253153280.0,202310911262720.0,8796109799424.0,1685924260522.6667,87.961138955,0.800024415,0.800024415,88.76116337,88.76116337,88.76116337,88.76116337,88.76116337,88.76116337,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",88.76116337,87.961138955,0.800024415,4.5,4.0,16384.5,16384.0625,184.00070190429688,8192.015625,5.217381353001616,"(7,7)->(8,7)",,,,,17592186044416,,,,,,,,,,88.76116337,33554432,33554432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,4096,4096,,,"""""",,"""""","""""","""""","""""",1,,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,512,,,
Central-KV-Stationary,,32768,4294967296,8,512,,,4831838208.0,4294967296.0,17592186044416,536870912,101711872.0,1169686528.0,34078720.0,9747387.733333332,0.000590481,0.068719477,0.8,0.869309958,0.868719477,0.868719637,0.868719477,0.868719477,0.868719477,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.869309958,0.000590481,0.868719477,4.5,4.0,16384.5,0.0947265625,0.0010638236999511719,0.03173828125,3.4961900493052447,"(7,7)->(8,7)",,,,,17592186044416,33554432,68157440,70368744177664.0,33554432,68157440,34078720.0,3.4961900493052447,70368744177664.0,0.868719477,0.868719477,33554432,68157440,0.000208733,,0.0,0.0,0.0,0.000208733,0.8,0.068719477,0.000381748,0.868719477,,,,,,,,,,,,,8192,16640,,,,,,,"query bytes in, exact FP32 online-softmax state out","[1, 1, 1, 1, 1, 1, 1, 1]",1,4096,4096,65536,133120,"""""",,"""""","""""","""""","""""",1,4096,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,512,,,
Replicate-All,,32768,4294967296,8,512,,,34896609280.0,4362076160.0,2199023255552,536870912,34359738368.0,395136991232.0,17179869184.0,6585616520.533334,0.171798772,0.100024415,0.100024415,0.271823187,0.271823187,0.271823187,0.271823187,0.271823187,0.271823187,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.271823187,0.171798772,0.100024415,32.5,4.0625,2048.5,32.0,0.359375,16.0,2.608695652173913,"(7,7)->(8,7)",,32.0,0.359375,2048.0,,,,,,,,,,,0.271823187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,4096,4096,,,"""""",,"""""","""""","""""","""""",1,,,,,True,False,False,peak region SRAM 4362076160.0 exceeds capacity 1073741824.0,,8,512,,,
Pull-KV-Independent,Single-Home,32768,4294967296,8,512,,,4831838208.0,4294967296.0,17592186044416,536870912,17592253153280.0,202310911262720.0,8796109799424.0,1685924260522.6667,87.961138955,0.800024415,0.800024415,88.76116337,88.76116337,88.76116337,88.76116337,88.76116337,88.76116337,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",88.76116337,87.961138955,0.800024415,4.5,4.0,16384.5,16384.0625,184.00070190429688,8192.015625,5.217381353001616,"(7,7)->(8,7)",,,,,17592186044416,,,,,,,,,,88.76116337,33554432,33554432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,4096,4096,,,"""""",,"""""","""""","""""","""""",2,,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,512,,,
Central-KV-Stationary,,32768,4294967296,8,512,,,4831838208.0,4294967296.0,8796093022208,536870912,101711872.0,1144258560.0,34078720.0,16827331.76470588,0.000585361,0.068719477,0.4,0.469304838,0.468719477,0.468719627,0.468719477,0.468719477,0.468719477,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.469304838,0.000585361,0.468719477,4.5,4.0,8192.5,0.0947265625,0.0010406970977783203,0.03173828125,2.025200458190149,"(7,7)->(6,7)",,,,,8796093022208,33554432,68157440,70368744177664.0,33554432,68157440,34078720.0,2.025200458190149,70368744177664.0,0.468719477,0.468719477,33554432,68157440,0.000206173,,0.0,0.0,0.0,0.000206173,0.4,0.068719477,0.000379188,0.468719477,,,,,,,,,,,,,16384,33280,,,,,,,"query bytes in, exact FP32 online-softmax state out","[2, 2, 2, 2]",2,4096,2048,65536,133120,"""""",,"""""","""""","""""","""""",2,2048,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,512,,,
Replicate-All,,32768,4294967296,8,512,,,34896609280.0,4362076160.0,2199023255552,536870912,34359738368.0,395136991232.0,17179869184.0,6585616520.533334,0.171798772,0.100024415,0.100024415,0.271823187,0.271823187,0.271823187,0.271823187,0.271823187,0.271823187,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.271823187,0.171798772,0.100024415,32.5,4.0625,2048.5,32.0,0.359375,16.0,2.608695652173913,"(7,7)->(8,7)",,32.0,0.359375,2048.0,,,,,,,,,,,0.271823187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,4096,4096,,,"""""",,"""""","""""","""""","""""",2,,,,,True,False,False,peak region SRAM 4362076160.0 exceeds capacity 1073741824.0,,8,512,,,
Pull-KV-Independent,Single-Home,32768,4294967296,8,512,,,4831838208.0,4294967296.0,17592186044416,536870912,17592253153280.0,202310911262720.0,8796109799424.0,1685924260522.6667,87.961138955,0.800024415,0.800024415,88.76116337,88.76116337,88.76116337,88.76116337,88.76116337,88.76116337,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",88.76116337,87.961138955,0.800024415,4.5,4.0,16384.5,16384.0625,184.00070190429688,8192.015625,5.217381353001616,"(7,7)->(8,7)",,,,,17592186044416,,,,,,,,,,88.76116337,33554432,33554432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,4096,4096,,,"""""",,"""""","""""","""""","""""",4,,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,512,,,
Central-KV-Stationary,,32768,4294967296,8,512,,,4831838208.0,4294967296.0,4398046511104,536870912,101711872.0,1118830592.0,68157440.0,30238664.64864865,0.000921028,0.068719477,0.2,0.269640505,0.268719477,0.268719617,0.268719477,0.268719477,0.268719477,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.269640505,0.000921028,0.268719477,4.5,4.0,4096.5,0.0947265625,0.0010175704956054688,0.0634765625,2.25398313027179,"(7,7)->(6,7)",,,,,4398046511104,33554432,68157440,70368744177664.0,33554432,68157440,68157440.0,2.25398313027179,70368744177664.0,0.268719477,0.268719477,33554432,68157440,0.000203613,,0.0,0.0,0.0,0.000203613,0.2,0.068719477,0.000717415,0.268719477,,,,,,,,,,,,,32768,66560,,,,,,,"query bytes in, exact FP32 online-softmax state out","[4, 4]",4,4096,1024,65536,133120,"""""",,"""""","""""","""""","""""",4,1024,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,512,,,
Replicate-All,,32768,4294967296,8,512,,,34896609280.0,4362076160.0,2199023255552,536870912,34359738368.0,395136991232.0,17179869184.0,6585616520.533334,0.171798772,0.100024415,0.100024415,0.271823187,0.271823187,0.271823187,0.271823187,0.271823187,0.271823187,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.271823187,0.171798772,0.100024415,32.5,4.0625,2048.5,32.0,0.359375,16.0,2.608695652173913,"(7,7)->(8,7)",,32.0,0.359375,2048.0,,,,,,,,,,,0.271823187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,4096,4096,,,"""""",,"""""","""""","""""","""""",4,,,,,True,False,False,peak region SRAM 4362076160.0 exceeds capacity 1073741824.0,,8,512,,,
Pull-KV-Independent,Single-Home,32768,4294967296,8,512,,,4831838208.0,4294967296.0,17592186044416,536870912,17592253153280.0,202310911262720.0,8796109799424.0,1685924260522.6667,87.961138955,0.800024415,0.800024415,88.76116337,88.76116337,88.76116337,88.76116337,88.76116337,88.76116337,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",88.76116337,87.961138955,0.800024415,4.5,4.0,16384.5,16384.0625,184.00070190429688,8192.015625,5.217381353001616,"(7,7)->(8,7)",,,,,17592186044416,,,,,,,,,,88.76116337,33554432,33554432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,4096,4096,,,"""""",,"""""","""""","""""","""""",8,,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,512,,,
Central-KV-Stationary,,32768,4294967296,8,512,,,4831838208.0,4294967296.0,2199023255552,536870912,101711872.0,1423966208.0,68157440.0,50855936.0,0.0010888,0.068719477,0.1,0.169808277,0.168719477,0.168719617,0.168719477,0.168719477,0.168719477,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.169808277,0.0010888,0.168719477,4.5,4.0,2048.5,0.0947265625,0.0012950897216796875,0.0634765625,1.3402061855670102,"(7,7)->(6,7)",,,,,2199023255552,33554432,68157440,70368744177664.0,33554432,68157440,68157440.0,1.3402061855670102,70368744177664.0,0.168719477,0.168719477,33554432,68157440,0.000371385,,0.0,0.0,0.0,0.000371385,0.1,0.068719477,0.000717415,0.168719477,,,,,,,,,,,,,65536,133120,,,,,,,"query bytes in, exact FP32 online-softmax state out",[8],8,4096,512,65536,133120,"""""",,"""""","""""","""""","""""",8,512,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,512,,,
Replicate-All,,32768,4294967296,8,512,,,34896609280.0,4362076160.0,2199023255552,536870912,34359738368.0,395136991232.0,17179869184.0,6585616520.533334,0.171798772,0.100024415,0.100024415,0.271823187,0.271823187,0.271823187,0.271823187,0.271823187,0.271823187,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.271823187,0.171798772,0.100024415,32.5,4.0625,2048.5,32.0,0.359375,16.0,2.608695652173913,"(7,7)->(8,7)",,32.0,0.359375,2048.0,,,,,,,,,,,0.271823187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,4096,4096,,,"""""",,"""""","""""","""""","""""",8,,,,,True,False,False,peak region SRAM 4362076160.0 exceeds capacity 1073741824.0,,8,512,,,
Pull-KV-Independent,Single-Home,32768,4294967296,8,512,,,4831838208.0,4294967296.0,17592186044416,536870912,17592253153280.0,202310911262720.0,8796109799424.0,1685924260522.6667,87.961138955,0.800024415,0.800024415,88.76116337,88.76116337,88.76116337,88.76116337,88.76116337,88.76116337,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",88.76116337,87.961138955,0.800024415,4.5,4.0,16384.5,16384.0625,184.00070190429688,8192.015625,5.217381353001616,"(7,7)->(8,7)",,,,,17592186044416,,,,,,,,,,88.76116337,33554432,33554432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,4096,4096,,,"""""",,"""""","""""","""""","""""",16,,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,512,,,
Central-KV-Stationary,,32768,4294967296,8,512,,,4831838208.0,4294967296.0,2199023255552,536870912,101711872.0,1423966208.0,68157440.0,50855936.0,0.0010888,0.068719477,0.1,0.169808277,0.168719477,0.168719617,0.168719477,0.168719477,0.168719477,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.169808277,0.0010888,0.168719477,4.5,4.0,2048.5,0.0947265625,0.0012950897216796875,0.0634765625,1.3402061855670102,"(7,7)->(6,7)",,,,,2199023255552,33554432,68157440,70368744177664.0,33554432,68157440,68157440.0,1.3402061855670102,70368744177664.0,0.168719477,0.168719477,33554432,68157440,0.000371385,,0.0,0.0,0.0,0.000371385,0.1,0.068719477,0.000717415,0.168719477,,,,,,,,,,,,,65536,133120,,,,,,,"query bytes in, exact FP32 online-softmax state out",[8],16,4096,512,65536,133120,"""""",,"""""","""""","""""","""""",16,512,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,512,,,
Replicate-All,,32768,4294967296,8,512,,,34896609280.0,4362076160.0,2199023255552,536870912,34359738368.0,395136991232.0,17179869184.0,6585616520.533334,0.171798772,0.100024415,0.100024415,0.271823187,0.271823187,0.271823187,0.271823187,0.271823187,0.271823187,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.271823187,0.171798772,0.100024415,32.5,4.0625,2048.5,32.0,0.359375,16.0,2.608695652173913,"(7,7)->(8,7)",,32.0,0.359375,2048.0,,,,,,,,,,,0.271823187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,4096,4096,,,"""""",,"""""","""""","""""","""""",16,,,,,True,False,False,peak region SRAM 4362076160.0 exceeds capacity 1073741824.0,,8,512,,,
Pull-KV-Independent,Single-Home,32768,4294967296,16,64,,,4429185024.0,4294967296.0,4398046511104,134217728,4398063288320.0,47004301393920.0,3023662743552.0,267069894283.63635,30.236632556,0.200006104,0.200006104,30.43663866,30.43663866,30.43663866,30.43663866,30.43663866,30.43663866,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",30.43663866,30.236632556,0.200006104,4.125,4.0,4096.125,4096.015625,42.750163078308105,2816.00537109375,11.321615832673293,"(7,7)->(6,7)",,,,,4398046511104,,,,,,,,,,30.43663866,8388608,8388608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,1024,1024,,,"""""",,"""""","""""","""""","""""",1,,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,16,64,,,
Central-KV-Stationary,,32768,4294967296,16,64,,,4429185024.0,4294967296.0,4398046511104,134217728,25427968.0,271761408.0,11714560.0,1544098.9090909092,0.000174572,0.01717987,0.2,0.217354442,0.21717987,0.21718003,0.21717987,0.21717987,0.21717987,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.217354442,0.000174572,0.21717987,4.125,4.0,4096.125,0.023681640625,0.0002471655607223511,0.0109100341796875,7.586664255139567,"(7,7)->(6,7)",,,,,4398046511104,8388608,17039360,17592186044416.0,8388608,17039360,11714560.0,7.586664255139567,17592186044416.0,0.21717987,0.21717987,8388608,17039360,5.2306e-05,,0.0,0.0,0.0,5.2306e-05,0.2,0.01717987,0.000122266,0.21717987,,,,,,,,,,,,,8192,16640,,,,,,,"query bytes in, exact FP32 online-softmax state out","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1024,1024,131072,266240,"""""",,"""""","""""","""""","""""",1,1024,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,16,64,,,
Replicate-All,,32768,4294967296,16,64,,,68853694464.0,4303355904.0,274877906944,134217728,68719476736.0,734439407616.0,47244640256.0,12240656793.6,0.472446483,0.012506104,0.012506104,0.484952587,0.484952587,0.484952587,0.484952587,0.484952587,0.484952587,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.484952587,0.472446483,0.012506104,64.125,4.0078125,256.125,64.0,0.66796875,44.0,3.8596491228070176,"(7,7)->(6,7)",,64.0,0.66796875,256.0,,,,,,,,,,,0.484952587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,1024,1024,,,"""""",,"""""","""""","""""","""""",1,,,,,True,False,False,peak region SRAM 4303355904.0 exceeds capacity 1073741824.0,,16,64,,,
Pull-KV-Independent,Single-Home,32768,4294967296,16,64,,,4429185024.0,4294967296.0,4398046511104,134217728,4398063288320.0,47004301393920.0,3023662743552.0,267069894283.63635,30.236632556,0.200006104,0.200006104,30.43663866,30.43663866,30.43663866,30.43663866,30.43663866,30.43663866,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",30.43663866,30.236632556,0.200006104,4.125,4.0,4096.125,4096.015625,42.750163078308105,2816.00537109375,11.321615832673293,"(7,7)->(6,7)",,,,,4398046511104,,,,,,,,,,30.43663866,8388608,8388608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,1024,1024,,,"""""",,"""""","""""","""""","""""",2,,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,16,64,,,
Central-KV-Stationary,,32768,4294967296,16,64,,,4429185024.0,4294967296.0,2199023255552,134217728,25427968.0,270172160.0,12779520.0,2814293.3333333335,0.000189825,0.01717987,0.1,0.117369695,0.11717987,0.11718002,0.11717987,0.11717987,0.11717987,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.117369695,0.000189825,0.11717987,4.125,4.0,2048.125,0.023681640625,0.00024572014808654785,0.01190185546875,4.540933899332929,"(7,7)->(6,7)",,,,,2199023255552,8388608,17039360,17592186044416.0,8388608,17039360,12779520.0,4.540933899332929,17592186044416.0,0.11717987,0.11717987,8388608,17039360,5.7229e-05,,0.0,0.0,0.0,5.7229e-05,0.1,0.01717987,0.000132596,0.11717987,,,,,,,,,,,,,16384,33280,,,,,,,"query bytes in, exact FP32 online-softmax state out","[2, 2, 2, 2, 2, 2, 2, 2]",2,1024,512,131072,266240,"""""",,"""""","""""","""""","""""",2,512,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,16,64,,,
Replicate-All,,32768,4294967296,16,64,,,68853694464.0,4303355904.0,274877906944,134217728,68719476736.0,734439407616.0,47244640256.0,12240656793.6,0.472446483,0.012506104,0.012506104,0.484952587,0.484952587,0.484952587,0.484952587,0.484952587,0.484952587,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.484952587,0.472446483,0.012506104,64.125,4.0078125,256.125,64.0,0.66796875,44.0,3.8596491228070176,"(7,7)->(6,7)",,64.0,0.66796875,256.0,,,,,,,,,,,0.484952587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,1024,1024,,,"""""",,"""""","""""","""""","""""",2,,,,,True,False,False,peak region SRAM 4303355904.0 exceeds capacity 1073741824.0,,16,64,,,
Pull-KV-Independent,Single-Home,32768,4294967296,16,64,,,4429185024.0,4294967296.0,4398046511104,134217728,4398063288320.0,47004301393920.0,3023662743552.0,267069894283.63635,30.236632556,0.200006104,0.200006104,30.43663866,30.43663866,30.43663866,30.43663866,30.43663866,30.43663866,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",30.43663866,30.236632556,0.200006104,4.125,4.0,4096.125,4096.015625,42.750163078308105,2816.00537109375,11.321615832673293,"(7,7)->(6,7)",,,,,4398046511104,,,,,,,,,,30.43663866,8388608,8388608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,1024,1024,,,"""""",,"""""","""""","""""","""""",4,,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,16,64,,,
Central-KV-Stationary,,32768,4294967296,16,64,,,4429185024.0,4294967296.0,1099511627776,134217728,25427968.0,279707648.0,17039360.0,5484463.68627451,0.000242269,0.01717987,0.05,0.067422139,0.06717987,0.06718001,0.06717987,0.06717987,0.06717987,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.067422139,0.000242269,0.06717987,4.125,4.0,1024.125,0.023681640625,0.0002543926239013672,0.015869140625,3.106841611996251,"(7,7)->(6,7)",,,,,1099511627776,8388608,17039360,17592186044416.0,8388608,17039360,17039360.0,3.106841611996251,17592186044416.0,0.06717987,0.06717987,8388608,17039360,6.7395e-05,,0.0,0.0,0.0,6.7395e-05,0.05,0.01717987,0.000174874,0.06717987,,,,,,,,,,,,,32768,66560,,,,,,,"query bytes in, exact FP32 online-softmax state out","[4, 4, 4, 4]",4,1024,256,131072,266240,"""""",,"""""","""""","""""","""""",4,256,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,16,64,,,
