mode,old_mode_alias,shared_prefix_tokens,shared_kv_bytes,num_agents,decode_tokens_per_agent,ring_shards,reduction_topology,sram_total_bytes,sram_peak_region_bytes,local_sram_read_bytes,private_kv_write_bytes,payload_bytes,total_wire_bytes,max_directed_link_load_bytes,mean_active_link_load_bytes,network_latency_s,compute_latency_s,sram_latency_s,serialized_latency_s,throughput_bound_latency_s,critical_path_latency_s,estimated_attention_stage_latency_s,attention_stage_latency_s,estimated_end_to_end_proxy_latency_s,metric_warning,estimated_latency_s,mesh_time_s,compute_time_s,total_sram_gib,peak_region_sram_gib,sram_port_gib,payload_gib,wire_traffic_tib,max_link_load_gib,hotspot_ratio,max_directed_link,local_sram_read_tib,setup_replication_payload_gib,setup_replication_wire_tib,steady_state_local_decode_read_gib,central_sram_read_bytes,central_query_payload_bytes,central_result_payload_bytes,central_compute_proxy_bytes,central_router_in_bytes,central_router_out_bytes,central_max_link_load_bytes,central_hotspot_ratio,central_compute_bytes_or_ops,central_region_queue_time_s,attention_stage_proxy_latency_s,query_bytes_sent,partial_bytes_returned,query_scatter_latency_s,local_shard_compute_latency_s,reduction_latency_s,local_suffix_latency_s,merge_latency_s,central_query_mesh_latency_s,central_sram_read_latency_s,central_compute_latency_s,central_return_mesh_latency_s,central_queue_latency_s,reduction_bytes,reduction_wire_bytes,reduction_byte_hops,query_scatter_byte_hops,partial_reduce_byte_hops,result_return_byte_hops,reduction_hops,reduction_edges,num_reduction_steps,setup_cycles,steady_state_cycles,max_reduction_link_load_bytes,query_tile_bytes,partial_state_bytes,online_state_bytes,state_vector_dim,state_dtype_bytes,scalar_state_bytes,query_dtype_bytes,packet_bytes,packet_model,actual_query_tile_sizes,requested_query_tile_size,logical_decode_queries,query_tiles,query_tile_payload_bytes_per_step,partial_state_payload_bytes_per_step,shard_group_size,placement_unit,regions_per_shard,shard_bytes,shard_region_bytes,shard_bytes_per_region,query_tile_size,num_query_tiles_total,reduction,placement,num_shards,region_capacity_violation,valid_capacity,capacity_valid,capacity_violation_reason,vc_model,agents,decode_tokens
KVRing-v2-tree,,32768,4294967296,8,256,8,binary_tree_reduce,4563402752.0,570425344.0,2199023255552,268435456,406847488.0,3449815040.0,110624768.0,24294472.112676058,0.001609785,0.004294968,0.0125,0.014307435,0.0125031,2.4641e-05,0.0125031,0.0125031,0.0125031,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.0125031,0.001609785,0.01269765,4.25,0.53125,2080.125,0.37890625,0.0031375885009765625,0.10302734375,4.553495440729483,"(0,2)->(0,1)",2.0,,,,,,,,,,,,,,0.0125031,134217728.0,,0.000587343,0.0125,0.001022442,0.00019455,3.1e-06,,,,,,272629760.0,1772093440.0,1772093440.0,1677721600.0,1772093440.0,0.0,26624,48,3,80,1022362,102236160.0,32768,66560,66560,4096,4,1024,2,99328,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[4, 4]",4,2048,512,65536,133120,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",4,512,binary_tree,serpentine,8,False,True,True,,not_modeled_for_performance,8,256
Central-KV-Stationary,,32768,4294967296,8,256,,,4563402752.0,4294967296.0,2199023255552,268435456,50855936.0,559415296.0,34078720.0,15119332.324324325,0.000460515,0.034359739,0.1,0.134820254,0.134359739,0.134359879,0.134359739,0.134359739,0.134359739,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.134820254,0.000460515,0.134359739,4.25,4.0,2048.25,0.04736328125,0.0005087852478027344,0.03173828125,2.25398313027179,"(7,7)->(6,7)",,,,,2199023255552,16777216,34078720,35184372088832.0,16777216,34078720,34078720.0,2.25398313027179,35184372088832.0,0.134359739,0.134359739,16777216,34078720,0.000101807,,0.0,0.0,0.0,0.000101807,0.1,0.034359739,0.000358708,0.134359739,,,,,,,,,,,,,32768,66560,,,,,,,"query bytes in, exact FP32 online-softmax state out","[4, 4]",4,2048,512,65536,133120,"""""",,"""""","""""","""""","""""",4,512,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,256
KVRing-v2-ring,,32768,4294967296,8,256,8,selected_ring_reduce,4563402752.0,570425344.0,2199023255552,268435456,440926208.0,3738697728.0,120258560.0,31683879.050847456,0.001202867,0.004294968,0.0125,0.013900517,0.0125031,2.4701e-05,0.0125031,0.0125031,0.0125031,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.0125031,0.001202867,0.01269765,4.25,0.53125,2080.125,0.41064453125,0.0034003257751464844,0.11199951171875,3.795575655588277,"(0,0)->(1,0)",2.0,,,,,,,,,,,,,,0.0125031,134217728.0,,0.000734144,0.0125,0.000468723,0.00019455,3.1e-06,,,,,,306708480.0,2010644480.0,2010644480.0,1728053248.0,2010644480.0,0.0,30720,62,8,140,468583,46858240.0,40960,83200,83200,4096,4,1280,2,124160,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[5, 3]",5,2048,512,65536,133120,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",5,512,selected_ring,serpentine,8,False,True,True,,not_modeled_for_performance,8,256
KVRing-v2-tree,,32768,4294967296,8,256,8,binary_tree_reduce,4563402752.0,570425344.0,2199023255552,268435456,406847488.0,3466067968.0,102236160.0,29373457.355932202,0.001756586,0.004294968,0.0125,0.014454236,0.0125031,2.4641e-05,0.0125031,0.0125031,0.0125031,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.0125031,0.001756586,0.01269765,4.25,0.53125,2080.125,0.37890625,0.0031523704528808594,0.09521484375,3.4805626985327485,"(0,2)->(0,1)",2.0,,,,,,,,,,,,,,0.0125031,134217728.0,,0.000734144,0.0125,0.001022442,0.00019455,3.1e-06,,,,,,272629760.0,1738014720.0,1738014720.0,1728053248.0,1738014720.0,0.0,26624,48,3,80,1022362,102236160.0,40960,83200,83200,4096,4,1280,2,124160,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[5, 3]",5,2048,512,65536,133120,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",5,512,binary_tree,serpentine,8,False,True,True,,not_modeled_for_performance,8,256
Central-KV-Stationary,,32768,4294967296,8,256,,,4563402752.0,4294967296.0,2199023255552,268435456,50855936.0,597557248.0,21299200.0,16150195.891891891,0.000416605,0.034359739,0.1,0.134776344,0.134359739,0.134359879,0.134359739,0.134359739,0.134359739,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.134776344,0.000416605,0.134359739,4.25,4.0,2048.25,0.04736328125,0.0005434751510620117,0.01983642578125,1.3188199166483878,"(7,7)->(6,7)",,,,,2199023255552,16777216,34078720,35184372088832.0,16777216,34078720,21299200.0,1.3188199166483878,35184372088832.0,0.134359739,0.134359739,16777216,34078720,0.000185693,,0.0,0.0,0.0,0.000185693,0.1,0.034359739,0.000230912,0.134359739,,,,,,,,,,,,,40960,83200,,,,,,,"query bytes in, exact FP32 online-softmax state out","[5, 3]",5,2048,512,65536,133120,"""""",,"""""","""""","""""","""""",5,512,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,256
KVRing-v2-ring,,32768,4294967296,8,256,8,selected_ring_reduce,4563402752.0,570425344.0,2199023255552,268435456,440926208.0,3907780608.0,130678784.0,27519581.746478874,0.001307068,0.004294968,0.0125,0.014004718,0.0125031,2.4701e-05,0.0125031,0.0125031,0.0125031,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.0125031,0.001307068,0.01269765,4.25,0.53125,2080.125,0.41064453125,0.003554105758666992,0.1217041015625,4.748574495203595,"(0,0)->(1,0)",2.0,,,,,,,,,,,,,,0.0125031,134217728.0,,0.000880944,0.0125,0.000426124,0.00019455,3.1e-06,,,,,,306708480.0,2095841280.0,2095841280.0,1811939328.0,2095841280.0,0.0,34304,76,8,140,425984,42598400.0,49152,99840,99840,4096,4,1536,2,148992,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[6, 2]",6,2048,512,65536,133120,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",6,512,selected_ring,serpentine,8,False,True,True,,not_modeled_for_performance,8,256
KVRing-v2-tree,,32768,4294967296,8,256,8,binary_tree_reduce,4563402752.0,570425344.0,2199023255552,268435456,406847488.0,3635150848.0,106430464.0,25965363.2,0.001903416,0.004294968,0.0125,0.014601066,0.0125031,2.4671e-05,0.0125031,0.0125031,0.0125031,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.0125031,0.001903416,0.01269765,4.25,0.53125,2080.125,0.37890625,0.003306150436401367,0.09912109375,4.098939929328622,"(0,2)->(0,1)",2.0,,,,,,,,,,,,,,0.0125031,134217728.0,,0.000880944,0.0125,0.001022472,0.00019455,3.1e-06,,,,,,272629760.0,1823211520.0,1823211520.0,1811939328.0,1823211520.0,0.0,30208,62,3,110,1022362,102236160.0,49152,99840,99840,4096,4,1536,2,148992,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[6, 2]",6,2048,512,65536,133120,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",6,512,binary_tree,serpentine,8,False,True,True,,not_modeled_for_performance,8,256
Central-KV-Stationary,,32768,4294967296,8,256,,,4563402752.0,4294967296.0,2199023255552,268435456,50855936.0,635699200.0,25559040.0,14447709.090909092,0.000417261,0.034359739,0.1,0.134777,0.134359739,0.134359879,0.134359739,0.134359739,0.134359739,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.134777,0.000417261,0.134359739,4.25,4.0,2048.25,0.04736328125,0.0005781650543212891,0.0238037109375,1.7690721649484535,"(7,7)->(6,7)",,,,,2199023255552,16777216,34078720,35184372088832.0,16777216,34078720,25559040.0,1.7690721649484535,35184372088832.0,0.134359739,0.134359739,16777216,34078720,0.00014375,,0.0,0.0,0.0,0.00014375,0.1,0.034359739,0.000273511,0.134359739,,,,,,,,,,,,,49152,99840,,,,,,,"query bytes in, exact FP32 online-softmax state out","[6, 2]",6,2048,512,65536,133120,"""""",,"""""","""""","""""","""""",6,512,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,256
KVRing-v2-ring,,32768,4294967296,8,256,8,selected_ring_reduce,4563402752.0,570425344.0,2199023255552,268435456,440926208.0,3847618560.0,141099008.0,20357770.15873016,0.001411271,0.004294968,0.0125,0.014108921,0.0125031,2.4701e-05,0.0125031,0.0125031,0.0125031,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.0125031,0.001411271,0.01269765,4.25,0.53125,2080.125,0.41064453125,0.0034993886947631836,0.13140869140625,6.930965763924373,"(0,0)->(1,0)",2.0,,,,,,,,,,,,,,0.0125031,134217728.0,,0.001027745,0.0125,0.000383526,0.00019455,3.1e-06,,,,,,306708480.0,2002124800.0,2002124800.0,1845493760.0,2002124800.0,0.0,34304,76,8,140,383386,38338560.0,57344,116480,116480,4096,4,1792,2,173824,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[7, 1]",7,2048,512,65536,133120,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",7,512,selected_ring,serpentine,8,False,True,True,,not_modeled_for_performance,8,256
KVRing-v2-tree,,32768,4294967296,8,256,8,binary_tree_reduce,4563402752.0,570425344.0,2199023255552,268435456,406847488.0,3574988800.0,107020288.0,19117587.1657754,0.002050217,0.004294968,0.0125,0.014747867,0.0125031,2.4671e-05,0.0125031,0.0125031,0.0125031,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.0125031,0.002050217,0.01269765,4.25,0.53125,2080.125,0.37890625,0.0032514333724975586,0.09967041015625,5.598001833180569,"(0,0)->(1,0)",2.0,,,,,,,,,,,,,,0.0125031,134217728.0,,0.001027745,0.0125,0.001022472,0.00019455,3.1e-06,,,,,,272629760.0,1729495040.0,1729495040.0,1845493760.0,1729495040.0,0.0,30208,62,3,110,1022362,102236160.0,57344,116480,116480,4096,4,1792,2,173824,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[7, 1]",7,2048,512,65536,133120,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",7,512,binary_tree,serpentine,8,False,True,True,,not_modeled_for_performance,8,256
Central-KV-Stationary,,32768,4294967296,8,256,,,4563402752.0,4294967296.0,2199023255552,268435456,50855936.0,673841152.0,29818880.0,15314571.636363637,0.00048083,0.034359739,0.1,0.134840569,0.134359739,0.134359879,0.134359739,0.134359739,0.134359739,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.134840569,0.00048083,0.134359739,4.25,4.0,2048.25,0.04736328125,0.0006128549575805664,0.02777099609375,1.9470920054464111,"(7,7)->(6,7)",,,,,2199023255552,16777216,34078720,35184372088832.0,16777216,34078720,29818880.0,1.9470920054464111,35184372088832.0,0.134359739,0.134359739,16777216,34078720,0.000164721,,0.0,0.0,0.0,0.000164721,0.1,0.034359739,0.000316109,0.134359739,,,,,,,,,,,,,57344,116480,,,,,,,"query bytes in, exact FP32 online-softmax state out","[7, 1]",7,2048,512,65536,133120,"""""",,"""""","""""","""""","""""",7,512,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,256
KVRing-v2-ring,,32768,4294967296,8,256,8,selected_ring_reduce,4563402752.0,570425344.0,1099511627776,268435456,440926208.0,3787456512.0,151519232.0,34431422.836363636,0.001515474,0.004294968,0.00625,0.007963124,0.0062531,2.4707e-05,0.0062531,0.0062531,0.0062531,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.0062531,0.001515474,0.00644765,4.25,0.53125,1056.125,0.41064453125,0.003444671630859375,0.14111328125,4.400609080841639,"(0,0)->(1,0)",1.0,,,,,,,,,,,,,,0.0062531,134217728.0,,0.001174546,0.00625,0.000340928,0.00019455,3.1e-06,,,,,,306708480.0,1908408320.0,1908408320.0,1879048192.0,1908408320.0,0.0,14336,56,8,140,340788,34078720.0,65536,133120,133120,4096,4,2048,2,198656,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state",[8],8,2048,256,65536,133120,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",8,256,selected_ring,serpentine,8,False,True,True,,not_modeled_for_performance,8,256
KVRing-v2-tree,,32768,4294967296,8,256,8,binary_tree_reduce,4563402752.0,570425344.0,1099511627776,268435456,406847488.0,3514826752.0,117440512.0,31952970.472727273,0.002196988,0.004294968,0.00625,0.008644638,0.0062531,2.4647e-05,0.0062531,0.0062531,0.0062531,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.0062531,0.002196988,0.00644765,4.25,0.53125,1056.125,0.37890625,0.00319671630859375,0.109375,3.675417661097852,"(0,0)->(1,0)",1.0,,,,,,,,,,,,,,0.0062531,134217728.0,,0.001174546,0.00625,0.001022442,0.00019455,3.1e-06,,,,,,272629760.0,1635778560.0,1635778560.0,1879048192.0,1635778560.0,0.0,12288,40,3,80,1022362,102236160.0,65536,133120,133120,4096,4,2048,2,198656,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state",[8],8,2048,256,65536,133120,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",8,256,binary_tree,serpentine,8,False,True,True,,not_modeled_for_performance,8,256
Central-KV-Stationary,,32768,4294967296,8,256,,,4563402752.0,4294967296.0,1099511627776,268435456,50855936.0,711983104.0,34078720.0,25427968.0,0.000544401,0.034359739,0.05,0.08490414,0.084359739,0.084359879,0.084359739,0.084359739,0.084359739,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.08490414,0.000544401,0.084359739,4.25,4.0,1024.25,0.04736328125,0.0006475448608398438,0.03173828125,1.3402061855670102,"(7,7)->(6,7)",,,,,1099511627776,16777216,34078720,35184372088832.0,16777216,34078720,34078720.0,1.3402061855670102,35184372088832.0,0.084359739,0.084359739,16777216,34078720,0.000185693,,0.0,0.0,0.0,0.000185693,0.05,0.034359739,0.000358708,0.084359739,,,,,,,,,,,,,65536,133120,,,,,,,"query bytes in, exact FP32 online-softmax state out",[8],8,2048,256,65536,133120,"""""",,"""""","""""","""""","""""",8,256,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,256
KVRing-v2-ring,,32768,4294967296,8,256,8,selected_ring_reduce,4563402752.0,570425344.0,1099511627776,268435456,440926208.0,3787456512.0,151519232.0,34431422.836363636,0.001515474,0.004294968,0.00625,0.007963124,0.0062531,2.4707e-05,0.0062531,0.0062531,0.0062531,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.0062531,0.001515474,0.00644765,4.25,0.53125,1056.125,0.41064453125,0.003444671630859375,0.14111328125,4.400609080841639,"(0,0)->(1,0)",1.0,,,,,,,,,,,,,,0.0062531,134217728.0,,0.001174546,0.00625,0.000340928,0.00019455,3.1e-06,,,,,,306708480.0,1908408320.0,1908408320.0,1879048192.0,1908408320.0,0.0,14336,56,8,140,340788,34078720.0,65536,133120,133120,4096,4,4096,2,198656,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state",[8],16,2048,256,65536,133120,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",16,256,selected_ring,serpentine,8,False,True,True,,not_modeled_for_performance,8,256
KVRing-v2-tree,,32768,4294967296,8,256,8,binary_tree_reduce,4563402752.0,570425344.0,1099511627776,268435456,406847488.0,3514826752.0,117440512.0,31952970.472727273,0.002196988,0.004294968,0.00625,0.008644638,0.0062531,2.4647e-05,0.0062531,0.0062531,0.0062531,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.0062531,0.002196988,0.00644765,4.25,0.53125,1056.125,0.37890625,0.00319671630859375,0.109375,3.675417661097852,"(0,0)->(1,0)",1.0,,,,,,,,,,,,,,0.0062531,134217728.0,,0.001174546,0.00625,0.001022442,0.00019455,3.1e-06,,,,,,272629760.0,1635778560.0,1635778560.0,1879048192.0,1635778560.0,0.0,12288,40,3,80,1022362,102236160.0,65536,133120,133120,4096,4,4096,2,198656,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state",[8],16,2048,256,65536,133120,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",16,256,binary_tree,serpentine,8,False,True,True,,not_modeled_for_performance,8,256
Central-KV-Stationary,,32768,4294967296,8,256,,,4563402752.0,4294967296.0,1099511627776,268435456,50855936.0,711983104.0,34078720.0,25427968.0,0.000544401,0.034359739,0.05,0.08490414,0.084359739,0.084359879,0.084359739,0.084359739,0.084359739,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.08490414,0.000544401,0.084359739,4.25,4.0,1024.25,0.04736328125,0.0006475448608398438,0.03173828125,1.3402061855670102,"(7,7)->(6,7)",,,,,1099511627776,16777216,34078720,35184372088832.0,16777216,34078720,34078720.0,1.3402061855670102,35184372088832.0,0.084359739,0.084359739,16777216,34078720,0.000185693,,0.0,0.0,0.0,0.000185693,0.05,0.034359739,0.000358708,0.084359739,,,,,,,,,,,,,65536,133120,,,,,,,"query bytes in, exact FP32 online-softmax state out",[8],16,2048,256,65536,133120,"""""",,"""""","""""","""""","""""",16,256,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,256
KVRing-v2-ring,,32768,4294967296,8,256,8,selected_ring_reduce,4563402752.0,570425344.0,1099511627776,268435456,440926208.0,3787456512.0,151519232.0,34431422.836363636,0.001515474,0.004294968,0.00625,0.007963124,0.0062531,2.4707e-05,0.0062531,0.0062531,0.0062531,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.0062531,0.001515474,0.00644765,4.25,0.53125,1056.125,0.41064453125,0.003444671630859375,0.14111328125,4.400609080841639,"(0,0)->(1,0)",1.0,,,,,,,,,,,,,,0.0062531,134217728.0,,0.001174546,0.00625,0.000340928,0.00019455,3.1e-06,,,,,,306708480.0,1908408320.0,1908408320.0,1879048192.0,1908408320.0,0.0,14336,56,8,140,340788,34078720.0,65536,133120,133120,4096,4,8192,2,198656,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state",[8],32,2048,256,65536,133120,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",32,256,selected_ring,serpentine,8,False,True,True,,not_modeled_for_performance,8,256
KVRing-v2-tree,,32768,4294967296,8,256,8,binary_tree_reduce,4563402752.0,570425344.0,1099511627776,268435456,406847488.0,3514826752.0,117440512.0,31952970.472727273,0.002196988,0.004294968,0.00625,0.008644638,0.0062531,2.4647e-05,0.0062531,0.0062531,0.0062531,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.0062531,0.002196988,0.00644765,4.25,0.53125,1056.125,0.37890625,0.00319671630859375,0.109375,3.675417661097852,"(0,0)->(1,0)",1.0,,,,,,,,,,,,,,0.0062531,134217728.0,,0.001174546,0.00625,0.001022442,0.00019455,3.1e-06,,,,,,272629760.0,1635778560.0,1635778560.0,1879048192.0,1635778560.0,0.0,12288,40,3,80,1022362,102236160.0,65536,133120,133120,4096,4,8192,2,198656,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state",[8],32,2048,256,65536,133120,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",32,256,binary_tree,serpentine,8,False,True,True,,not_modeled_for_performance,8,256
Central-KV-Stationary,,32768,4294967296,8,256,,,4563402752.0,4294967296.0,1099511627776,268435456,50855936.0,711983104.0,34078720.0,25427968.0,0.000544401,0.034359739,0.05,0.08490414,0.084359739,0.084359879,0.084359739,0.084359739,0.084359739,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.08490414,0.000544401,0.084359739,4.25,4.0,1024.25,0.04736328125,0.0006475448608398438,0.03173828125,1.3402061855670102,"(7,7)->(6,7)",,,,,1099511627776,16777216,34078720,35184372088832.0,16777216,34078720,34078720.0,1.3402061855670102,35184372088832.0,0.084359739,0.084359739,16777216,34078720,0.000185693,,0.0,0.0,0.0,0.000185693,0.05,0.034359739,0.000358708,0.084359739,,,,,,,,,,,,,65536,133120,,,,,,,"query bytes in, exact FP32 online-softmax state out",[8],32,2048,256,65536,133120,"""""",,"""""","""""","""""","""""",32,256,,,,True,False,False,peak region SRAM 4294967296.0 exceeds capacity 1073741824.0,,8,256
