mode,old_mode_alias,shared_prefix_tokens,shared_kv_bytes,num_agents,decode_tokens_per_agent,ring_shards,reduction_topology,sram_total_bytes,sram_peak_region_bytes,local_sram_read_bytes,private_kv_write_bytes,payload_bytes,total_wire_bytes,max_directed_link_load_bytes,mean_active_link_load_bytes,network_latency_s,compute_latency_s,sram_latency_s,estimated_attention_stage_latency_s,attention_stage_latency_s,estimated_end_to_end_proxy_latency_s,metric_warning,estimated_latency_s,critical_path_latency_s,throughput_bound_latency_s,mesh_time_s,compute_time_s,total_sram_gib,peak_region_sram_gib,sram_port_gib,payload_gib,wire_traffic_tib,max_link_load_gib,hotspot_ratio,max_directed_link,local_sram_read_tib,setup_replication_payload_gib,setup_replication_wire_tib,steady_state_local_decode_read_gib,central_sram_read_bytes,central_query_payload_bytes,central_result_payload_bytes,central_compute_proxy_bytes,central_router_in_bytes,central_router_out_bytes,central_max_link_load_bytes,central_hotspot_ratio,central_compute_bytes_or_ops,central_region_queue_time_s,attention_stage_proxy_latency_s,query_bytes_sent,partial_bytes_returned,query_scatter_latency_s,local_shard_compute_latency_s,reduction_latency_s,local_suffix_latency_s,merge_latency_s,reduction_bytes,reduction_wire_bytes,reduction_byte_hops,query_scatter_byte_hops,partial_reduce_byte_hops,result_return_byte_hops,reduction_hops,reduction_edges,num_reduction_steps,setup_cycles,steady_state_cycles,max_reduction_link_load_bytes,query_tile_bytes,partial_state_bytes,online_state_bytes,state_vector_dim,state_dtype_bytes,scalar_state_bytes,query_dtype_bytes,packet_bytes,packet_model,shard_group_size,placement_unit,regions_per_shard,shard_bytes,shard_region_bytes,shard_bytes_per_region,query_tile_size,num_query_tiles_total,reduction,placement,num_shards,region_capacity_violation,vc_model,agents,decode_tokens,tile_formation_risk
KVRing-v2-query-tiled-parallel,,32768,4294967296,16,256,16,selected_ring_reduce,4831838208.0,301989888.0,4398046511104,536870912,1695547392.0,17099653120.0,193986560.0,61289079.28315412,0.001940087,0.012700749,0.012700749,0.012506199,0.012506199,0.012506199,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.012506199,1.2434e-05,0.012506199,0.001940087,0.012700749,4.5,0.28125,4160.25,1.5791015625,0.015552043914794922,0.1806640625,3.1651080791047064,"(0,0)->(1,0)",4.0,,,,,,,,,,,,,,0.012506199,536870912.0,,0.001258432,0.0125,0.000681655,0.00019455,6.199e-06,1158676480.0,10053222400.0,10053222400.0,7046430720.0,10053222400.0,0.0,151040,152,16,80,681575,68157440.0,32768,66560,66560,4096,4,1024,2,99328,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456]","[268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0]","[268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0]",4,1024,selected_ring,serpentine,16,False,not_modeled_for_performance,16,256,0
KVRing-v2-query-tiled-parallel,,32768,4294967296,16,256,16,binary_tree_reduce,4831838208.0,301989888.0,4398046511104,536870912,1627389952.0,15463874560.0,297795584.0,55625448.057553954,0.00398481,0.012700749,0.012700749,0.012506199,0.012506199,0.012506199,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.012506199,1.2434e-05,0.012506199,0.00398481,0.012700749,4.5,0.28125,4160.25,1.515625,0.014064311981201172,0.27734375,5.353585353449738,"(0,1)->(0,0)",4.0,,,,,,,,,,,,,,0.012506199,536870912.0,,0.001258432,0.0125,0.002726378,0.00019455,6.199e-06,1090519040.0,8417443840.0,8417443840.0,7046430720.0,8417443840.0,0.0,126464,110,4,80,2726298,272629760.0,32768,66560,66560,4096,4,1024,2,99328,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456]","[268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0]","[268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0]",4,1024,binary_tree,serpentine,16,False,not_modeled_for_performance,16,256,0
KVRing-v2-query-tiled-parallel,,32768,4294967296,16,256,8,selected_ring_reduce,4831838208.0,570425344.0,2199023255552,536870912,881852416.0,7508328448.0,185597952.0,60066627.584,0.001856261,0.012700749,0.012700749,0.012506199,0.012506199,0.012506199,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.012506199,2.4707e-05,0.012506199,0.001856261,0.012700749,4.5,0.53125,2112.25,0.8212890625,0.006828784942626953,0.1728515625,3.0898680259758398,"(0,0)->(1,0)",2.0,,,,,,,,,,,,,,0.012506199,268435456.0,,0.001174546,0.0125,0.000681715,0.00019455,6.199e-06,613416960.0,3850895360.0,3850895360.0,3657433088.0,3850895360.0,0.0,28928,57,8,140,681575,68157440.0,65536,133120,133120,4096,4,2048,2,198656,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",8,512,selected_ring,serpentine,8,False,not_modeled_for_performance,16,256,0
KVRing-v2-query-tiled-parallel,,32768,4294967296,16,256,8,binary_tree_reduce,4831838208.0,570425344.0,2199023255552,536870912,813694976.0,6963068928.0,221249536.0,55704551.424,0.00321935,0.012700749,0.012700749,0.012506199,0.012506199,0.012506199,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.012506199,2.4647e-05,0.012506199,0.00321935,0.012700749,4.5,0.53125,2112.25,0.7578125,0.006332874298095703,0.2060546875,3.9718394699194337,"(0,1)->(0,0)",2.0,,,,,,,,,,,,,,0.012506199,268435456.0,,0.001174546,0.0125,0.002044804,0.00019455,6.199e-06,545259520.0,3305635840.0,3305635840.0,3657433088.0,3305635840.0,0.0,24832,41,3,80,2044724,204472320.0,65536,133120,133120,4096,4,2048,2,198656,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",8,512,binary_tree,serpentine,8,False,not_modeled_for_performance,16,256,0
KVRing-v2-query-tiled-parallel,,32768,4294967296,16,256,16,selected_ring_reduce,4831838208.0,301989888.0,2199023255552,536870912,1695547392.0,17666932736.0,319815680.0,74544019.98312236,0.003198378,0.006450749,0.006450749,0.006256199,0.006256199,0.006256199,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.006256199,1.244e-05,0.006256199,0.003198378,0.006450749,4.5,0.28125,2112.25,1.5791015625,0.016067981719970703,0.2978515625,4.290292904412856,"(0,0)->(1,0)",2.0,,,,,,,,,,,,,,0.006256199,536870912.0,,0.002516723,0.00625,0.000681655,0.00019455,6.199e-06,1158676480.0,9848750080.0,9848750080.0,7818182656.0,9848750080.0,0.0,73984,145,16,80,681575,68157440.0,65536,133120,133120,4096,4,2048,2,198656,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456]","[268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0]","[268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0]",8,512,selected_ring,serpentine,16,False,not_modeled_for_performance,16,256,0
KVRing-v2-query-tiled-parallel,,32768,4294967296,16,256,16,binary_tree_reduce,4831838208.0,301989888.0,2199023255552,536870912,1627389952.0,16031154176.0,289406976.0,71249574.11555555,0.005243101,0.006450749,0.006450749,0.006256199,0.006256199,0.006256199,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.006256199,1.244e-05,0.006256199,0.005243101,0.006450749,4.5,0.28125,2112.25,1.515625,0.014580249786376953,0.26953125,4.061876573895412,"(0,1)->(0,0)",2.0,,,,,,,,,,,,,,0.006256199,536870912.0,,0.002516723,0.00625,0.002726378,0.00019455,6.199e-06,1090519040.0,8212971520.0,8212971520.0,7818182656.0,8212971520.0,0.0,61696,103,4,80,2726298,272629760.0,65536,133120,133120,4096,4,2048,2,198656,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456]","[268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0]","[268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0]",8,512,binary_tree,serpentine,16,False,not_modeled_for_performance,16,256,0
KVRing-v2-query-tiled-parallel,,32768,4294967296,16,256,8,selected_ring_reduce,4831838208.0,570425344.0,1099511627776,536870912,881852416.0,7574913024.0,303038464.0,68862845.67272727,0.003030666,0.008790684,0.008790684,0.008596134,0.008596134,0.008596134,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.008596134,3.3859e-05,0.008596134,0.003030666,0.008790684,4.5,0.53125,1088.25,0.8212890625,0.00688934326171875,0.2822265625,4.400609080841639,"(0,0)->(1,0)",1.0,,,,,,,,,,,,,,0.008596134,268435456.0,,0.002348951,0.008589935,0.000681715,0.00019455,6.199e-06,613416960.0,3816816640.0,3816816640.0,3758096384.0,3816816640.0,0.0,14336,56,8,140,681575,68157440.0,131072,266240,266240,4096,4,4096,2,397312,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",16,256,selected_ring,serpentine,8,False,not_modeled_for_performance,16,256,0
KVRing-v2-query-tiled-parallel,,32768,4294967296,16,256,8,binary_tree_reduce,4831838208.0,570425344.0,1099511627776,536870912,813694976.0,7029653504.0,234881024.0,63905940.945454545,0.004393755,0.008790684,0.008790684,0.008596134,0.008596134,0.008596134,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.008596134,3.3799e-05,0.008596134,0.004393755,0.008790684,4.5,0.53125,1088.25,0.7578125,0.0063934326171875,0.21875,3.675417661097852,"(0,0)->(1,0)",1.0,,,,,,,,,,,,,,0.008596134,268435456.0,,0.002348951,0.008589935,0.002044804,0.00019455,6.199e-06,545259520.0,3271557120.0,3271557120.0,3758096384.0,3271557120.0,0.0,12288,40,3,80,2044724,204472320.0,131072,266240,266240,4096,4,4096,2,397312,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912, 536870912]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]","[536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0, 536870912.0]",16,256,binary_tree,serpentine,8,False,not_modeled_for_performance,16,256,0
KVRing-v2-query-tiled-parallel,,32768,4294967296,16,256,16,selected_ring_reduce,4831838208.0,301989888.0,1099511627776,536870912,1695547392.0,17867735040.0,571473920.0,80849479.81900452,0.00571496,0.004495717,0.004495717,0.005039504,0.005039504,0.005039504,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.005039504,1.7022e-05,0.005039504,0.00571496,0.004495717,4.5,0.28125,1088.25,1.5791015625,0.0162506103515625,0.5322265625,7.068368544600939,"(0,0)->(1,0)",1.0,,,,,,,,,,,,,,0.005039504,536870912.0,,0.005033305,0.004294968,0.000681655,0.00019455,6.199e-06,1158676480.0,9814671360.0,9814671360.0,8053063680.0,9814671360.0,0.0,36864,144,16,80,681575,68157440.0,131072,266240,266240,4096,4,4096,2,397312,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456]","[268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0]","[268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0]",16,256,selected_ring,serpentine,16,False,not_modeled_for_performance,16,256,0
KVRing-v2-query-tiled-parallel,,32768,4294967296,16,256,16,binary_tree_reduce,4831838208.0,301989888.0,1099511627776,536870912,1627389952.0,16231956480.0,503316480.0,77664863.54066986,0.007759683,0.004495717,0.004495717,0.005039504,0.005039504,0.005039504,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.005039504,1.7022e-05,0.005039504,0.007759683,0.004495717,4.5,0.28125,1088.25,1.515625,0.01476287841796875,0.46875,6.48062015503876,"(0,0)->(1,0)",1.0,,,,,,,,,,,,,,0.005039504,536870912.0,,0.005033305,0.004294968,0.002726378,0.00019455,6.199e-06,1090519040.0,8178892800.0,8178892800.0,8053063680.0,8178892800.0,0.0,30720,102,4,80,2726298,272629760.0,131072,266240,266240,4096,4,4096,2,397312,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456, 268435456]","[268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0]","[268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0, 268435456.0]",16,256,binary_tree,serpentine,16,False,not_modeled_for_performance,16,256,0
