baseline,wave_id,time,operator_id,state_id,region_id,policy_before,policy_after,dynamic_hotness_before,dynamic_hotness_after,materialization_bytes,movement_byte_hop,cache_hit
flat_sequential,0,0.0,O_analyst_0,S_task,R_0_0,replicate,replicate,0.0,308.0,3200,3200,False
flat_sequential,0,0.0,O_analyst_0,S_market_context,R_0_0,replicate,replicate,0.0,308.0,3200,3200,False
flat_sequential,0,0.0,O_analyst_0,S_role_instruction,R_0_0,replicate,replicate,0.0,308.0,3200,3200,False
flat_sequential,0,0.0,O_analyst_0,S_market_signal_0,R_0_0,inline,inline,0.0,171.32500000000002,1780,1780,False
flat_sequential,1,5.7400064008890626,O_analyst_1,S_task,R_0_0,replicate,replicate,308.0,508.20000000000005,3200,3200,False
flat_sequential,1,5.7400064008890626,O_analyst_1,S_market_context,R_0_0,replicate,replicate,308.0,508.20000000000005,3200,3200,False
flat_sequential,1,5.7400064008890626,O_analyst_1,S_role_instruction,R_0_0,replicate,replicate,308.0,508.20000000000005,3200,3200,False
flat_sequential,1,5.7400064008890626,O_analyst_1,S_market_signal_1,R_0_0,inline,inline,0.0,157.465,1636,1636,False
flat_sequential,2,11.408012801766876,O_analyst_10,S_task,R_0_0,replicate,replicate,508.20000000000005,638.33,3200,3200,False
flat_sequential,2,11.408012801766876,O_analyst_10,S_market_context,R_0_0,replicate,replicate,508.20000000000005,638.33,3200,3200,False
flat_sequential,2,11.408012801766876,O_analyst_10,S_role_instruction,R_0_0,replicate,replicate,508.20000000000005,638.33,3200,3200,False
flat_sequential,2,11.408012801766876,O_analyst_10,S_market_signal_10,R_0_0,inline,inline,0.0,177.10000000000002,1840,1840,False
flat_sequential,3,17.178019202660625,O_analyst_11,S_task,R_0_0,replicate,replicate,638.33,722.9145000000001,3200,3200,False
flat_sequential,3,17.178019202660625,O_analyst_11,S_market_context,R_0_0,replicate,replicate,638.33,722.9145000000001,3200,3200,False
flat_sequential,3,17.178019202660625,O_analyst_11,S_role_instruction,R_0_0,replicate,replicate,638.33,722.9145000000001,3200,3200,False
flat_sequential,3,17.178019202660625,O_analyst_11,S_market_signal_11,R_0_0,inline,inline,0.0,139.755,1452,1452,False
flat_sequential,4,22.754025603524063,O_analyst_12,S_task,R_0_0,replicate,replicate,722.9145000000001,777.8944250000001,3200,3200,False
flat_sequential,4,22.754025603524063,O_analyst_12,S_market_context,R_0_0,replicate,replicate,722.9145000000001,777.8944250000001,3200,3200,False
flat_sequential,4,22.754025603524063,O_analyst_12,S_role_instruction,R_0_0,replicate,replicate,722.9145000000001,777.8944250000001,3200,3200,False
flat_sequential,4,22.754025603524063,O_analyst_12,S_market_signal_12,R_0_0,inline,inline,0.0,157.07999999999998,1632,1632,False
flat_sequential,5,28.420032004401563,O_analyst_13,S_task,R_0_0,replicate,replicate,777.8944250000001,813.6313762500001,3200,3200,False
flat_sequential,5,28.420032004401563,O_analyst_13,S_market_context,R_0_0,replicate,replicate,777.8944250000001,813.6313762500001,3200,3200,False
flat_sequential,5,28.420032004401563,O_analyst_13,S_role_instruction,R_0_0,replicate,replicate,777.8944250000001,813.6313762500001,3200,3200,False
flat_sequential,5,28.420032004401563,O_analyst_13,S_market_signal_13,R_0_0,inline,inline,0.0,149.76500000000001,1556,1556,False
flat_sequential,6,34.048038405273125,O_analyst_14,S_task,R_0_0,replicate,replicate,813.6313762500001,836.8603945625001,3200,3200,False
flat_sequential,6,34.048038405273125,O_analyst_14,S_market_context,R_0_0,replicate,replicate,813.6313762500001,836.8603945625001,3200,3200,False
flat_sequential,6,34.048038405273125,O_analyst_14,S_role_instruction,R_0_0,replicate,replicate,813.6313762500001,836.8603945625001,3200,3200,False
flat_sequential,6,34.048038405273125,O_analyst_14,S_market_signal_14,R_0_0,inline,inline,0.0,165.165,1716,1716,False
flat_sequential,7,39.75604480615719,O_analyst_15,S_task,R_0_0,replicate,replicate,836.8603945625001,851.9592564656251,3200,3200,False
flat_sequential,7,39.75604480615719,O_analyst_15,S_market_context,R_0_0,replicate,replicate,836.8603945625001,851.9592564656251,3200,3200,False
flat_sequential,7,39.75604480615719,O_analyst_15,S_role_instruction,R_0_0,replicate,replicate,836.8603945625001,851.9592564656251,3200,3200,False
flat_sequential,7,39.75604480615719,O_analyst_15,S_market_signal_15,R_0_0,inline,inline,0.0,162.47,1688,1688,False
flat_sequential,8,45.45005120703907,O_analyst_2,S_task,R_0_0,replicate,replicate,851.9592564656251,861.7735167026564,3200,3200,False
flat_sequential,8,45.45005120703907,O_analyst_2,S_market_context,R_0_0,replicate,replicate,851.9592564656251,861.7735167026564,3200,3200,False
flat_sequential,8,45.45005120703907,O_analyst_2,S_role_instruction,R_0_0,replicate,replicate,851.9592564656251,861.7735167026564,3200,3200,False
flat_sequential,8,45.45005120703907,O_analyst_2,S_market_signal_2,R_0_0,inline,inline,0.0,168.63,1752,1752,False
flat_sequential,9,51.17605760792594,O_analyst_3,S_task,R_0_0,replicate,replicate,861.7735167026564,868.1527858567266,3200,3200,False
flat_sequential,9,51.17605760792594,O_analyst_3,S_market_context,R_0_0,replicate,replicate,861.7735167026564,868.1527858567266,3200,3200,False
