naive_kv_bytes,shared_kv_bytes,unique_shared_tokens,logical_shared_tokens,kv_saving_ratio,kv_duplication_ratio,job_id,workload
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_0,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_1,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_2,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_3,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_4,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_5,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_6,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_7,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_8,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_9,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_10,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_11,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_12,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_13,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_14,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_15,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_16,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_17,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_18,debate
1115684864.0,631242752.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_19,debate
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_0,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_1,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_2,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_3,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_4,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_5,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_6,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_7,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_8,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_9,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_10,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_11,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_12,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_13,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_14,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_15,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_16,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_17,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_18,moa
1203765248.0,675282944.0,1280.0,10496.0,0.4390243902439024,1.7826086956521738,moa_job_19,moa
1343225856.0,745013248.0,1280.0,11712.0,0.44535519125683065,1.8029556650246306,planner_worker_tool_job_0,planner_worker_tool
1343225856.0,745013248.0,1280.0,11712.0,0.44535519125683065,1.8029556650246306,planner_worker_tool_job_1,planner_worker_tool
1343225856.0,745013248.0,1280.0,11712.0,0.44535519125683065,1.8029556650246306,planner_worker_tool_job_2,planner_worker_tool
