baseline,arrival_rate_jobs_per_s,completed_jobs,jobs_per_s,tokens_per_s,jct_p50_ms,jct_p90_ms,jct_p99_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,queue_wait_ms,mesh_wait_ms,cross_job_prefix_hit_rate,cross_job_prefix_compute_hits,sram_hit_rate,sram_evictions,sram_reload_bytes,mesh_total_traffic_bytes,mesh_hotspot_ratio,computed_prefill_tokens,avoided_prefill_tokens,compute_energy_j,mesh_energy_j,sram_energy_j,offwafer_energy_j,energy_per_job_j,decode_shared_kv_read_bytes,decode_shared_kv_read_bytes_without_cohort,decode_kv_read_reduction_ratio,shared_attention_cost_model_source,shared_attention_fit_hash,cohort_latency_predicted_ms,cohort_latency_observed_or_fitted_ms,shared_attention_accounting_mode,shared_attention_prediction_stat,cross_region_kv_transfer_bytes,num_decode_cohorts,avg_cohort_size,candidate_cohorts,accepted_cohorts,rejected_wait_cost,rejected_slo_risk,rejected_low_saving,rejected_critical_path,rejected_queue_pressure,rejected_remote_shared_kv,accepted_avg_size,accepted_avg_wait_ms,replica_bytes_total,saved_mesh_traffic_bytes,replication_transfer_bytes,replication_actual_transfer_bytes,shared_prefill_compute_ms_saved,sram_read_bytes,sram_write_bytes,offwafer_reload_bytes,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct,adaptive_policy_mix_apc,adaptive_policy_mix_pat,adaptive_policy_mix_waferagent,adaptive_wrong_choice_count,adaptive_non_worse_fraction,adaptive_effective_run_policy
apc_like,8.0,100,2.2789546670576346,99836.44605446084,17304.658029211438,29283.598732685947,29358.290834596875,6.911555683145707,10.869016979249864,17.178153274062424,0.1089285264802445,0.1119033535642469,0.1119033535642469,24611.8898869824,0.0,0.9107142857142856,765.0,0.8176470588235294,71.0,58409877504.0,123059397827584.0,4.069509950250079,2163200.0,2112000.0,0.8921284608,24.6118795655168,0.01400897536,0.048016392192,0.255660333938688,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,cohort_stage,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599936,218414186496.0,61765320704.0,60020490240.0,154.14313785731792,232.84323327243328,0.0197598710656166,1.1778101325035095,136.38352323323488,660.6820244342089,6.606820244342089,0.0003815505940214,0.0,0.0,0.0,0.0,0.0,
ideal_next_use_cache,8.0,100,4.734544637693369,207410.93148807116,133.5240594107786,4168.394374084583,6946.551252923543,5.5285431841026025,11.069016979250591,17.378153274063152,0.1085508975451101,0.1114396382560668,0.1115926089605787,1059.4074123494077,966.9376517972396,0.9107142857142856,765.0,0.924561403508772,112.0,58653147136.0,1112396721664.0,2.249034637011161,2163200.0,2112000.0,0.8921284608,0.2224793443328,1.608515584,0.0473520144384,0.0277047540357119,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,21.41027207672596,0.0,cohort_stage,latency_p50_ms,35540854374400.0,167.0,3.940119760479042,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,3.940119760479042,0.1269045464781453,0.0,0.0,0.0,0.0,13193.271705599906,32140280463360.0,30031216640.0,59190018048.0,78.69676779955626,240.31534790992737,0.0247834250330925,11.285093612968922,136.63146179169416,610.6586121022701,6.106586121022701,0.0053480812359464,0.0,0.0,0.0,0.0,0.0,
pat_like_traffic_only,8.0,100,2.329363038874111,102044.73600699705,8295.132039043663,26663.895557879405,27059.537638651043,5.476444475975768,11.069016979250591,17.378153274063152,0.1085508975451064,0.1114396382560677,0.111668737193972,14752.1200540978,0.0,0.9107142857142856,765.0,0.7976470588235294,87.0,68618813440.0,73760563632953.0,3.681356007422268,2163200.0,2112000.0,0.8921284608,14.7521127265906,0.01400897536,0.0561298538496,0.157143800166002,21421793633811.0,35540854374400.0,0.3972628398815007,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.63174404948949,0.0,cohort_stage,latency_p50_ms,21421793633811.0,153.0,3.849673202614379,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,3.849673202614379,0.0630048542077103,0.0,0.0,0.0,0.0,13193.271705599907,208205250560.0,71974256640.0,70162317312.0,77.09383498877287,229.30969949811697,0.0195521861314773,11.384294368326664,144.33682523667812,600.7293835282326,6.007293835282326,0.0004125439948195,0.0,0.0,0.0,0.0,0.0,
waferagent_adaptive,8.0,100,4.872104865886209,213437.16996474305,78.74517553655915,5256.956266126932,7103.61937267353,5.376444475975404,10.869016979249864,17.178153274062424,0.1088065057547151,0.111744865427367,0.1118241094958069,1312.691968634607,1238.686681758329,0.9107142857142856,765.0,0.898355754857997,114.0,62579015680.0,1151051427328.0,2.063432758518437,2163200.0,2112000.0,0.8921284608,0.2302102854656,1.2827852642667,0.0506269270016,0.024557509375339,28794319745750.0,35540854374400.0,0.1898247734165196,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,23.85286405682564,0.0,cohort_stage,latency_p50_ms,28794319745750.0,186.0,2.0,383.0,186.0,0.0,0.0,0.0,0.0,197.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599904,25619634270934.0,36071014400.0,63283658752.0,77.65966467559338,292.7351528778672,0.020461156964302,14.516658149659634,142.84874498844147,667.4635717645288,6.674635717645288,0.004793413103848,0.0,0.0,1.0,0.0,1.0,per_prefix_mixed
waferagent_latency_safe,8.0,100,4.872104865886209,213437.16996474305,78.74517553655915,5256.956266126932,7103.61937267353,5.376444475975404,10.869016979249864,17.178153274062424,0.1088065057547151,0.111744865427367,0.1118241094958069,1312.691968634607,1238.686681758329,0.9107142857142856,765.0,0.898355754857997,114.0,62579015680.0,1151051427328.0,2.063432758518437,2163200.0,2112000.0,0.8921284608,0.2302102854656,1.2827852642667,0.0506269270016,0.024557509375339,28794319745750.0,35540854374400.0,0.1898247734165196,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,23.85286405682564,0.0,cohort_stage,latency_p50_ms,28794319745750.0,186.0,2.0,383.0,186.0,0.0,0.0,0.0,0.0,197.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599904,25619634270934.0,36071014400.0,63283658752.0,78.55304051190615,237.43372317403555,0.0205980613827705,14.077194966375828,136.42994780093431,604.2250180616975,6.042250180616975,0.0043392632074182,0.0,0.0,0.0,0.0,0.0,
apc_like,16.0,100,2.739427791860588,120008.85270582864,17260.82424587237,29220.80525625047,29358.290834596883,6.9115556831447975,10.869016979248045,17.178153274060605,0.1089285264802469,0.1119033535642469,0.1119033535642469,24594.6258424064,0.0,0.9107142857142856,765.0,0.8588235294117647,56.0,48687480832.0,122973079051264.0,8.142622096653339,2163200.0,2112000.0,0.8921284608,24.5946158102528,0.01400897536,0.0402384748544,0.255409917212672,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,cohort_stage,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599946,228136583168.0,52042924032.0,50298093568.0,76.45723782479763,230.91494478285315,0.0193919986486434,1.1900514364242554,134.67237167060375,578.9036005735397,5.789036005735397,0.0003347140331926,0.0,0.0,0.0,0.0,0.0,
ideal_next_use_cache,16.0,100,5.67507974833346,248613.8936149922,250.89178769581957,8416.941178913203,10569.799055937829,5.476444475974176,11.069016979247865,17.378153274060423,0.1085508975451097,0.111439638256066,0.1115926089605775,2144.7593001480373,2132.7861447241235,0.9107142857142856,765.0,0.9046783625730994,136.0,77242302464.0,1255741255168.0,2.0042752695253943,2163200.0,2112000.0,0.8921284608,0.2511482510336,1.5552579895296,0.0624917741568,0.0276102647552,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,21.5392320677638,0.0,cohort_stage,latency_p50_ms,35540854374400.0,168.0,3.934523809523809,168.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,3.934523809523809,0.1468474513117879,0.0,0.0,0.0,0.0,13193.271705599904,31063652958208.0,41506832384.0,78114717696.0,78.20548303425312,237.57371958345172,0.0243270769715309,12.232877314090729,137.2375823557377,659.864698536694,6.5986469853669405,0.0029616269343222,0.0,0.0,0.0,0.0,0.0,
pat_like_traffic_only,16.0,100,2.6109414041197505,114380.12103167803,5739.357589967837,26950.7377127484,27090.36281851002,5.476444475974176,11.069016979247865,17.378153274060423,0.1085508975451092,0.1114396382560658,0.111668737193972,14669.801563860798,0.0,0.9107142857142856,765.0,0.8105882352941176,87.0,67108864000.0,73348971548280.0,3.761700481354849,2163200.0,2112000.0,0.8921284608,14.669794309656,0.01400897536,0.0548682072064,0.156307999530224,21703758236796.0,35540854374400.0,0.389329305138225,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.37424004077911,0.0,cohort_stage,latency_p50_ms,21703758236796.0,151.0,3.8874172185430464,151.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8874172185430464,0.0961894413790489,0.0,0.0,0.0,0.0,13193.271705599926,209715200000.0,70464307200.0,68585259008.0,141.78247097879648,230.41716404259205,0.0218432396650314,11.560501530766487,146.01324405521154,669.459218159318,6.69459218159318,0.0004642868089928,0.0,0.0,0.0,0.0,0.0,
waferagent_adaptive,16.0,100,5.270575005010574,230893.34981950323,247.61573937408144,6438.868964346419,11904.810096779402,5.376444475974267,10.869016979248045,17.178153274060605,0.1088065057547167,0.1117448654273666,0.1118241094958065,2099.4592386194254,2080.027467085581,0.9107142857142856,765.0,0.8809523809523809,130.0,75732353024.0,1187021778432.0,2.23790129890037,2163200.0,2112000.0,0.8921284608,0.2374043556864,1.2292699717586,0.0613643452416,0.0242016713348659,28969554411428.0,35540854374400.0,0.1848942598213196,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,23.472992047667503,0.0,cohort_stage,latency_p50_ms,28969554411428.0,183.0,2.0,409.0,183.0,0.0,0.0,0.0,0.0,226.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599904,24543322177444.0,42077257728.0,76705431552.0,78.66277638822794,238.6835440993309,0.0193454325199127,14.60233610123396,143.33679620176554,611.6574527695775,6.116574527695775,0.002806183237913,0.0,0.0,1.0,0.0,1.0,per_prefix_mixed
waferagent_latency_safe,16.0,100,5.270575005010574,230893.34981950323,247.61573937408144,6438.868964346419,11904.810096779402,5.376444475974267,10.869016979248045,17.178153274060605,0.1088065057547167,0.1117448654273666,0.1118241094958065,2099.4592386194254,2080.027467085581,0.9107142857142856,765.0,0.8809523809523809,130.0,75732353024.0,1187021778432.0,2.23790129890037,2163200.0,2112000.0,0.8921284608,0.2374043556864,1.2292699717586,0.0613643452416,0.0242016713348659,28969554411428.0,35540854374400.0,0.1848942598213196,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,23.472992047667503,0.0,cohort_stage,latency_p50_ms,28969554411428.0,183.0,2.0,409.0,183.0,0.0,0.0,0.0,0.0,226.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599904,24543322177444.0,42077257728.0,76705431552.0,76.98328699916601,234.93481241166592,0.0190930441021919,14.9227911606431,137.07967847585678,600.0321181491017,6.000321181491017,0.0027528481252623,0.0,0.0,0.0,0.0,0.0,
