baseline,wave_id,time,operator_id,state_id,region_id,policy_before,policy_after,dynamic_hotness_before,dynamic_hotness_after,materialization_bytes,movement_byte_hop,cache_hit
flat_sequential,0,0.0,O_expert_draft,S_task,R_0_0,replicate,replicate,0.0,560.0,4000,4000,False
flat_sequential,0,0.0,O_expert_draft,S_document,R_0_0,cache_kv,cache_kv,0.0,560.0,4000,4000,False
flat_sequential,0,0.0,O_expert_draft,S_style_guide,R_0_0,inline,inline,0.0,560.0,4000,4000,False
flat_sequential,1,6.050003201875,O_critic_0,S_task,R_0_0,replicate,replicate,560.0,714.0,4000,4000,False
flat_sequential,1,6.050003201875,O_critic_0,S_rubric,R_0_0,replicate,replicate,0.0,350.0,4000,4000,False
flat_sequential,1,6.050003201875,O_critic_0,S_draft,R_0_0,cache_text,cache_text,0.0,87.85,1004,1004,False
flat_sequential,1,6.050003201875,O_critic_0,S_critic_lens_0,R_0_0,inline,inline,0.0,122.14999999999999,1396,1396,False
flat_sequential,2,11.3000064035,O_critic_1,S_task,R_0_0,replicate,replicate,714.0,814.1,4000,4000,False
flat_sequential,2,11.3000064035,O_critic_1,S_rubric,R_0_0,replicate,replicate,350.0,577.5,4000,4000,False
flat_sequential,2,11.3000064035,O_critic_1,S_draft,R_0_0,cache_text,cache_text,87.85,144.9525,1004,1004,False
flat_sequential,2,11.3000064035,O_critic_1,S_critic_lens_1,R_0_0,inline,inline,0.0,138.6,1584,1584,False
flat_sequential,3,16.644009605154373,O_critic_2,S_task,R_0_0,replicate,replicate,814.1,879.1650000000001,4000,4000,False
flat_sequential,3,16.644009605154373,O_critic_2,S_rubric,R_0_0,replicate,replicate,577.5,725.375,4000,4000,False
flat_sequential,3,16.644009605154373,O_critic_2,S_draft,R_0_0,cache_text,cache_text,144.9525,182.06912499999999,1004,1004,False
flat_sequential,3,16.644009605154373,O_critic_2,S_critic_lens_2,R_0_0,inline,inline,0.0,157.85,1804,1804,False
flat_sequential,4,22.098012806843123,O_revise,S_task,R_0_0,replicate,replicate,879.1650000000001,1271.45725,4000,4000,False
flat_sequential,4,22.098012806843123,O_revise,S_document,R_0_0,cache_kv,cache_kv,560.0,1064.0,4000,4000,False
flat_sequential,4,22.098012806843123,O_revise,S_draft,R_0_0,cache_text,cache_text,182.06912499999999,294.04493125,1004,1004,False
flat_sequential,4,22.098012806843123,O_revise,S_critic_0_feedback,R_0_0,inline,inline,0.0,153.29999999999998,876,876,False
