baseline,slo_type,slo_ms,arrival_rate_jobs_per_s,completed_jobs,successful_jobs,slo_goodput_jobs_per_s,energy_per_successful_job_j
no_cache,jct_ms,1000.0,2.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,5000.0,2.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,10000.0,2.0,100,50,0.5434904244575407,0.5324903939071999
apc_like,jct_ms,1000.0,2.0,100,0,0.0,25.6058474051584
apc_like,jct_ms,5000.0,2.0,100,0,0.0,25.6058474051584
apc_like,jct_ms,10000.0,2.0,100,50,0.5445460817536135,0.512116948103168
kvflow_like,jct_ms,1000.0,2.0,100,0,0.0,25.6061326178304
kvflow_like,jct_ms,5000.0,2.0,100,0,0.0,25.6061326178304
kvflow_like,jct_ms,10000.0,2.0,100,50,0.5445460817536135,0.512122652356608
pat_like,jct_ms,1000.0,2.0,100,0,0.0,16.2067389612938
pat_like,jct_ms,5000.0,2.0,100,49,0.5564274716966492,0.33074977472028166
pat_like,jct_ms,10000.0,2.0,100,50,0.5677831343843359,0.324134779225876
wafer_naive,jct_ms,1000.0,2.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,5000.0,2.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,10000.0,2.0,100,50,0.5434904244575407,0.5324903939071999
waferagent_full,jct_ms,1000.0,2.0,100,50,0.8026480556490254,0.045134013563961996
waferagent_full,jct_ms,5000.0,2.0,100,95,1.5250313057331484,0.02375474398103263
waferagent_full,jct_ms,10000.0,2.0,100,100,1.6052961112980508,0.022567006781980998
ideal_next_use_cache,jct_ms,1000.0,2.0,100,50,0.8026480556490254,0.045134013563961996
ideal_next_use_cache,jct_ms,5000.0,2.0,100,95,1.5250313057331484,0.02375474398103263
ideal_next_use_cache,jct_ms,10000.0,2.0,100,100,1.6052961112980508,0.022567006781980998
no_cache,jct_ms,1000.0,4.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,5000.0,4.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,10000.0,4.0,100,50,0.7963796068032125,0.5324903939071999
apc_like,jct_ms,1000.0,4.0,100,0,0.0,25.5845554403328
apc_like,jct_ms,5000.0,4.0,100,0,0.0,25.5845554403328
apc_like,jct_ms,10000.0,4.0,100,50,0.7986987685526712,0.511691108806656
kvflow_like,jct_ms,1000.0,4.0,100,0,0.0,25.584812131737596
kvflow_like,jct_ms,5000.0,4.0,100,0,0.0,25.584812131737596
kvflow_like,jct_ms,10000.0,4.0,100,50,0.7986987685526712,0.5116962426347519
pat_like,jct_ms,1000.0,4.0,100,0,0.0,15.957515430878601
pat_like,jct_ms,5000.0,4.0,100,50,0.8376248102456145,0.31915030861757204
pat_like,jct_ms,10000.0,4.0,100,50,0.8376248102456145,0.31915030861757204
wafer_naive,jct_ms,1000.0,4.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,5000.0,4.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,10000.0,4.0,100,50,0.7963796068032125,0.5324903939071999
waferagent_full,jct_ms,1000.0,4.0,100,50,1.3742935052545533,0.04682655280113799
waferagent_full,jct_ms,5000.0,4.0,100,69,1.8965250372512836,0.03393228463850579
waferagent_full,jct_ms,10000.0,4.0,100,100,2.7485870105091066,0.023413276400568995
ideal_next_use_cache,jct_ms,1000.0,4.0,100,50,1.3742935052545533,0.04682655280113799
ideal_next_use_cache,jct_ms,5000.0,4.0,100,69,1.8965250372512836,0.03393228463850579
ideal_next_use_cache,jct_ms,10000.0,4.0,100,100,2.7485870105091066,0.023413276400568995
no_cache,jct_ms,1000.0,8.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,5000.0,8.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,10000.0,8.0,100,50,1.0378348277018525,0.5324903939071999
apc_like,jct_ms,1000.0,8.0,100,0,0.0,25.569018060595198
apc_like,jct_ms,5000.0,8.0,100,0,0.0,25.569018060595198
apc_like,jct_ms,10000.0,8.0,100,50,1.0431772558383292,0.511380361211904
kvflow_like,jct_ms,1000.0,8.0,100,0,0.0,25.5679040534528
kvflow_like,jct_ms,5000.0,8.0,100,0,0.0,25.5679040534528
kvflow_like,jct_ms,10000.0,8.0,100,50,1.0431772558383292,0.511358081069056
pat_like,jct_ms,1000.0,8.0,100,0,0.0,16.1040328714696
pat_like,jct_ms,5000.0,8.0,100,50,1.1073198029115439,0.32208065742939196
pat_like,jct_ms,10000.0,8.0,100,50,1.1073198029115439,0.32208065742939196
wafer_naive,jct_ms,1000.0,8.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,5000.0,8.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,10000.0,8.0,100,50,1.0378348277018525,0.5324903939071999
waferagent_full,jct_ms,1000.0,8.0,100,50,1.614475821838502,0.043936335089937
waferagent_full,jct_ms,5000.0,8.0,100,59,1.9050814697694325,0.037234182279607626
waferagent_full,jct_ms,10000.0,8.0,100,77,2.486292765631293,0.028530087720738312
ideal_next_use_cache,jct_ms,1000.0,8.0,100,50,1.614475821838502,0.043936335089937
ideal_next_use_cache,jct_ms,5000.0,8.0,100,59,1.9050814697694325,0.037234182279607626
ideal_next_use_cache,jct_ms,10000.0,8.0,100,77,2.486292765631293,0.028530087720738312
no_cache,jct_ms,1000.0,16.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,5000.0,16.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,10000.0,16.0,100,50,1.2232783984537685,0.5324903939071999
apc_like,jct_ms,1000.0,16.0,100,0,0.0,25.555519112601598
apc_like,jct_ms,5000.0,16.0,100,0,0.0,25.555519112601598
