trace_idx,state_id,state_type,tokens,access_count,first_access,last_access,cross_agent,has_exact_token_hash,has_semantic_key
0,syn_control_short_reuse_0000:system,system_prefix,1024,14,11,28,True,True,True
0,syn_control_short_reuse_0000:task,task_prefix,768,14,11,28,True,True,True
0,syn_control_short_reuse_0000:shared_plan,summary_state,1024,14,11,28,True,True,True
0,syn_control_short_reuse_0000:agent_0:role,agent_role,128,7,11,27,False,True,True
0,syn_control_short_reuse_0000:agent_1:role,agent_role,128,7,12,28,False,True,True
0,syn_control_short_reuse_0000:core_0,file_context,384,7,11,27,False,True,True
0,syn_control_short_reuse_0000:core_1,test_failure_summary,640,7,12,28,False,True,True
0,syn_control_short_reuse_0000:filler_0,assistant_delta,128,0,,,False,True,True
0,syn_control_short_reuse_0000:filler_1,dialogue_delta,128,0,,,False,True,True
0,syn_control_short_reuse_0000:filler_2,dialogue_delta,128,0,,,False,True,True
0,syn_control_short_reuse_0000:filler_3,assistant_delta,128,0,,,False,True,True
0,syn_control_short_reuse_0000:llm_out_0,assistant_delta,96,1,12,12,False,False,False
0,syn_control_short_reuse_0000:llm_out_1,assistant_delta,112,1,14,14,False,False,False
0,syn_control_short_reuse_0000:tool_out_1,failure_summary,384,0,,,False,False,False
0,syn_control_short_reuse_0000:llm_out_2,assistant_delta,128,1,15,15,False,False,False
0,syn_control_short_reuse_0000:llm_out_3,assistant_delta,144,1,16,16,False,False,False
0,syn_control_short_reuse_0000:llm_out_4,assistant_delta,96,1,18,18,False,False,False
0,syn_control_short_reuse_0000:tool_out_4,raw_error_log,384,0,,,False,False,False
0,syn_control_short_reuse_0000:llm_out_5,assistant_delta,112,1,19,19,False,False,False
0,syn_control_short_reuse_0000:llm_out_6,assistant_delta,128,1,20,20,False,False,False
0,syn_control_short_reuse_0000:llm_out_7,assistant_delta,144,1,22,22,False,False,False
0,syn_control_short_reuse_0000:tool_out_7,web_result,384,0,,,False,False,False
0,syn_control_short_reuse_0000:llm_out_8,assistant_delta,96,1,23,23,False,False,False
0,syn_control_short_reuse_0000:llm_out_9,assistant_delta,112,1,24,24,False,False,False
0,syn_control_short_reuse_0000:llm_out_10,assistant_delta,128,1,26,26,False,False,False
0,syn_control_short_reuse_0000:tool_out_10,tool_observation,384,0,,,False,False,False
0,syn_control_short_reuse_0000:llm_out_11,assistant_delta,144,1,27,27,False,False,False
0,syn_control_short_reuse_0000:llm_out_12,assistant_delta,96,1,28,28,False,False,False
0,syn_control_short_reuse_0000:llm_out_13,assistant_delta,112,0,,,False,False,False
0,syn_control_short_reuse_0000:tool_out_13,test_failure_summary,384,0,,,False,False,False
1,syn_control_short_reuse_0001:system,system_prefix,1024,15,12,31,True,True,True
1,syn_control_short_reuse_0001:task,task_prefix,768,15,12,31,True,True,True
1,syn_control_short_reuse_0001:shared_plan,summary_state,1024,15,12,31,True,True,True
1,syn_control_short_reuse_0001:agent_0:role,agent_role,128,8,12,31,False,True,True
1,syn_control_short_reuse_0001:agent_1:role,agent_role,128,7,13,29,False,True,True
1,syn_control_short_reuse_0001:core_0,file_context,384,8,12,31,False,True,True
1,syn_control_short_reuse_0001:core_1,test_failure_summary,640,7,13,29,False,True,True
1,syn_control_short_reuse_0001:filler_0,assistant_delta,128,0,,,False,True,True
1,syn_control_short_reuse_0001:filler_1,dialogue_delta,128,0,,,False,True,True
1,syn_control_short_reuse_0001:filler_2,dialogue_delta,128,0,,,False,True,True
1,syn_control_short_reuse_0001:filler_3,assistant_delta,128,0,,,False,True,True
1,syn_control_short_reuse_0001:filler_4,dialogue_delta,128,0,,,False,True,True
1,syn_control_short_reuse_0001:llm_out_0,assistant_delta,96,1,13,13,False,False,False
1,syn_control_short_reuse_0001:llm_out_1,assistant_delta,112,1,15,15,False,False,False
1,syn_control_short_reuse_0001:tool_out_1,failure_summary,384,0,,,False,False,False
