baseline,arrival_rate_jobs_per_s,completed_jobs,jobs_per_s,tokens_per_s,jct_p50_ms,jct_p90_ms,jct_p99_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,queue_wait_ms,mesh_wait_ms,cross_job_prefix_hit_rate,cross_job_prefix_compute_hits,sram_hit_rate,sram_evictions,sram_reload_bytes,mesh_total_traffic_bytes,mesh_hotspot_ratio,computed_prefill_tokens,avoided_prefill_tokens,compute_energy_j,mesh_energy_j,sram_energy_j,offwafer_energy_j,energy_per_job_j,decode_shared_kv_read_bytes,decode_shared_kv_read_bytes_without_cohort,decode_kv_read_reduction_ratio,shared_attention_cost_model_source,shared_attention_fit_hash,cohort_latency_predicted_ms,cohort_latency_observed_or_fitted_ms,cross_region_kv_transfer_bytes,num_decode_cohorts,avg_cohort_size,candidate_cohorts,accepted_cohorts,rejected_wait_cost,rejected_slo_risk,rejected_low_saving,rejected_critical_path,rejected_queue_pressure,rejected_remote_shared_kv,accepted_avg_size,accepted_avg_wait_ms,replica_bytes_total,saved_mesh_traffic_bytes,replication_transfer_bytes,replication_actual_transfer_bytes,shared_prefill_compute_ms_saved,sram_read_bytes,sram_write_bytes,offwafer_reload_bytes,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct
apc_like,2.0,100,1.1402445491528908,49951.83320928984,17260.82424587237,29351.981698302065,29358.29083459694,6.911555683145707,10.869016979246226,17.178153274064243,0.10892852648025177,0.11190335356424677,0.11190335356425703,24623.104002112013,0.0,0.9107142857142857,765.0,0.7870588235294118,85.0,67779952640.0,123115467283456.0,7.11930145694717,2163200.0,2112000.0,0.8921284608,24.6230934566912,0.01400897536,0.055485608755200005,0.25584716501606397,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599907,209044111360.0,71135395840.0,69357010944.0,78.84838152676821,239.1953282058239,0.04056654870510101,1.143057830631733,110.14323774725199,564.5064748823643,5.645064748823643,0.0003257742710171985
pat_like_traffic_only,2.0,100,1.1944401944232457,52326.03603729355,13120.305183110742,25441.10777163295,26874.842658447495,5.476547910204317,11.069016979243315,17.378153274061333,0.1086135960742941,0.1114396382560719,0.1116687371939722,14549.134654346028,0.0,0.9107142857142857,765.0,0.8047058823529412,87.0,58015612928.0,72745636017410.0,3.677705947872655,2163200.0,2112000.0,0.8921284608,14.549127203482,0.01400897536,0.047164109619200006,0.155024287492612,21082705965795.0,35540854374400.0,0.4068036253799001,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.371232062578198,0.0,21082705965795.0,151.0,3.8675496688741724,151.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8675496688741724,0.0021855996036304576,0.0,0.0,0.0,0.0,13193.271705599902,218808451072.0,61371056128.0,58955137024.0,77.76158675551414,297.80368227511644,0.02393033355474472,11.33802067488432,119.4728584960103,642.3800019547343,6.423800019547343,0.0004458224208343806
waferagent_latency_safe,2.0,100,1.7085469771004305,74848.02597281565,78.72581398393595,106.23018080435,1509.9132080020531,5.376599627321411,7.307301812755792,17.178153274064243,0.10872726168626494,0.11158637729048718,0.11182410949580698,56.748025858489456,28.15629419250261,0.9107142857142857,765.0,0.9556521739130435,43.0,16475226112.0,209916718592.0,2.6598458218338346,2163200.0,2112000.0,0.8921284608,0.0419833437184,1.3126782366441,0.013368085708800001,0.022601581268713,26969817638354.0,35540854374400.0,0.24116012085009697,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,36.03711986541748,0.0,26969817638354.0,280.0,2.0,293.0,280.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599906,26240847603154.0,12717129728.0,16710107136.0,81.25696983188391,243.63558925688267,0.02521369606256485,15.012728981673717,112.48079780489206,591.1845648661256,5.911845648661256,0.04388266762040202
waferagent_traffic_only,2.0,100,1.7083665747539067,74840.12290681915,83.79230026007463,112.41083139208209,1516.0938585897852,5.376376803576932,7.507301812752882,17.378153274061333,0.108613596074287,0.1114396382560719,0.11159260896057871,56.82764092144414,28.235522267212,0.9107142857142857,765.0,0.9582677165354331,45.0,17548967936.0,209916718592.0,2.6598458218338346,2163200.0,2112000.0,0.8921284608,0.0419833437184,1.0032473178072001,0.014227079168,0.019515862014936002,20949561979618.0,35540854374400.0,0.4105498489448829,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.626144066452976,0.0,20949561979618.0,153.0,3.8758169934640523,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8758169934640523,0.01552922670931274,0.0,0.0,0.0,0.0,13193.271705599906,20052229226416.0,12717129728.0,17783848960.0,79.50944732874632,242.0418318361044,0.02411752939224243,10.068041272461414,106.05103988200426,573.7920301035047,5.737920301035047,0.0412917037888187
apc_like,4.0,100,1.709791218362721,74902.5336940341,17293.24924281144,29351.981698302036,29358.290834596857,6.911555683145707,10.869016979249864,17.178153274060605,0.10892852648024634,0.11190335356424692,0.11190335356424692,24621.167818575992,0.0,0.9107142857142857,765.0,0.7917647058823529,85.0,68081942528.0,123105786829824.0,4.068823602892105,2163200.0,2112000.0,0.8921284608,24.6211573659648,0.01400897536,0.0558077313024,0.255831025334272,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599915,208742121472.0,71437385728.0,69759664128.0,154.38242815434933,235.73622945696115,0.03005191683769226,1.193515956401825,112.10644990205765,632.9319290816784,6.329319290816784,0.0003653178298261828
pat_like_traffic_only,4.0,100,1.8269721093992983,80035.99416856446,7500.640131994209,25447.416907927727,27030.27579074164,5.476547910206136,11.069016979250591,17.378153274061333,0.10858096372282589,0.1114396382560719,0.11166873719397226,14524.897584131802,0.0,0.9107142857142857,765.0,0.7941176470588235,92.0,64692944896.0,72624450830787.0,3.713728873687833,2163200.0,2112000.0,0.8921284608,14.5248901661574,0.01400897536,0.0526938800128,0.154837214823302,21211984481403.0,35540854374400.0,0.40316616314429554,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.501984052360058,0.0,21211984481403.0,152.0,3.8421052631578947,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8421052631578947,0.023631727297673644,0.0,0.0,0.0,0.0,13193.271705599904,212131119104.0,68048388096.0,65867350016.0,78.67799792438745,236.11208144575357,0.031907111406326294,11.06255128979683,122.0107339322567,581.158822402358,5.8115882240235806,0.00040556652714164815
waferagent_latency_safe,4.0,100,3.411170122981449,149436.5407475713,78.72581398394288,694.7094922839707,1494.3848575524507,5.376599627321411,10.869016979249864,17.178153274060605,0.10872726168627372,0.11158637729048718,0.11182410949580698,124.28993441834871,68.34734989355027,0.9107142857142857,765.0,0.9420415224913494,57.0,25132269568.0,279709937152.0,2.986563530698026,2163200.0,2112000.0,0.8921284608,0.0559419874304,1.2969586563408,0.0203474075648,0.022653765121359998,27145052304032.0,35540854374400.0,0.23622960725489695,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,35.657247856259346,0.0,27145052304032.0,277.0,2.0,324.0,277.0,0.0,0.0,0.0,0.0,47.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599906,25921590604448.0,17582522368.0,25434259456.0,80.58424945920706,344.3474629893899,0.030839815735816956,14.651154167950153,112.80410084873438,689.4731605425477,6.894731605425477,0.03402726822386634
waferagent_traffic_only,4.0,100,3.4104510890308903,149405.04130826524,80.83089595941715,766.9444176163796,1515.6643288944579,5.5748318525020295,11.069016979250591,17.378153274061333,0.10856286519221987,0.1114396382560719,0.11159260896057756,138.32997455497735,75.49235558471199,0.9107142857142857,765.0,0.9418789808917197,61.0,28420603904.0,348429413888.0,2.3975343761893875,2163200.0,2112000.0,0.8921284608,0.0696858827776,0.95063396843115,0.0230317621248,0.0193548007413355,20670389105377.0,35540854374400.0,0.4184048338391708,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,20.385888084769245,0.0,20670389105377.0,159.0,3.8553459119496853,159.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8553459119496853,0.017628405801443654,0.0,0.0,0.0,0.0,13193.271705599906,18995063291823.0,17616076800.0,28789702656.0,79.98435106128454,241.6676701977849,0.02383347600698471,10.4761254042387,108.54542627930641,574.5643004775047,5.745643004775047,0.026064894051459793
apc_like,8.0,100,2.2789546670576346,99836.44605446084,17304.658029211438,29283.598732685947,29358.290834596875,6.911555683145707,10.869016979249864,17.178153274062424,0.10892852648024456,0.11190335356424692,0.11190335356424692,24611.8898869824,0.0,0.9107142857142857,765.0,0.8176470588235294,71.0,58409877504.0,123059397827584.0,4.069509950250079,2163200.0,2112000.0,0.8921284608,24.6118795655168,0.01400897536,0.048016392192,0.255660333938688,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599936,218414186496.0,61765320704.0,60020490240.0,78.47532816231251,234.94899738579988,0.018419697880744934,1.1461460962891579,111.10581178218126,552.0342886447906,5.5203428864479065,0.0003188054207059907
pat_like_traffic_only,8.0,100,2.329365561765095,102044.84652980529,7039.3635413967695,26595.787259557084,27059.48605918351,5.476547910206136,11.069016979250591,17.378153274063152,0.10858096372282076,0.11143963825606604,0.11166873719397222,14454.757938140003,0.0,0.9107142857142857,765.0,0.7929411764705883,87.0,68451041280.0,72273753329292.0,3.7546506235996295,2163200.0,2112000.0,0.8921284608,14.4547506658584,0.01400897536,0.0559956361216,0.1541688373814,21401177790791.0,35540854374400.0,0.3978429003044389,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.505120046436783,0.0,21401177790791.0,152.0,3.8552631578947367,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8552631578947367,0.036024292378804626,0.0,0.0,0.0,0.0,13193.271705599907,208373022720.0,71806484480.0,69994545152.0,79.27815336734056,234.72754657268524,0.020421110093593597,11.216728016734123,119.60047110915184,581.1410257592797,5.811410257592797,0.00040741450334551966
