baseline,slo_type,slo_ms,arrival_rate_jobs_per_s,completed_jobs,successful_jobs,slo_goodput_jobs_per_s,energy_per_successful_job_j
no_cache,jct_ms,1000.0,2.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,5000.0,2.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,10000.0,2.0,100,50,0.5689652298282367,0.5324903939071999
apc_like,jct_ms,1000.0,2.0,100,0,0.0,25.584716501606398
apc_like,jct_ms,5000.0,2.0,100,0,0.0,25.584716501606398
apc_like,jct_ms,10000.0,2.0,100,50,0.5701222745764454,0.5116943300321279
kvflow_like,jct_ms,1000.0,2.0,100,0,0.0,25.5850302355456
kvflow_like,jct_ms,5000.0,2.0,100,0,0.0,25.5850302355456
kvflow_like,jct_ms,10000.0,2.0,100,50,0.5701222745764454,0.5117006047109119
pat_like,jct_ms,1000.0,2.0,100,0,0.0,15.502428749261199
pat_like,jct_ms,5000.0,2.0,100,50,0.5972200972116228,0.310048574985224
pat_like,jct_ms,10000.0,2.0,100,50,0.5972200972116228,0.310048574985224
wafer_naive,jct_ms,1000.0,2.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,5000.0,2.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,10000.0,2.0,100,50,0.5689652298282367,0.5324903939071999
waferagent_full,jct_ms,1000.0,2.0,100,96,1.6402050980164131,0.02354331382157604
waferagent_full,jct_ms,5000.0,2.0,100,100,1.7085469771004305,0.022601581268713
waferagent_full,jct_ms,10000.0,2.0,100,100,1.7085469771004305,0.022601581268713
ideal_next_use_cache,jct_ms,1000.0,2.0,100,96,1.6400319117637505,0.020329022932225
ideal_next_use_cache,jct_ms,5000.0,2.0,100,100,1.7083665747539067,0.019515862014936002
ideal_next_use_cache,jct_ms,10000.0,2.0,100,100,1.7083665747539067,0.019515862014936002
no_cache,jct_ms,1000.0,4.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,5000.0,4.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,10000.0,4.0,100,50,0.8522966450560671,0.5324903939071999
apc_like,jct_ms,1000.0,4.0,100,0,0.0,25.5831025334272
apc_like,jct_ms,5000.0,4.0,100,0,0.0,25.5831025334272
apc_like,jct_ms,10000.0,4.0,100,50,0.8548956091813605,0.511662050668544
kvflow_like,jct_ms,1000.0,4.0,100,0,0.0,25.5833877460992
kvflow_like,jct_ms,5000.0,4.0,100,0,0.0,25.5833877460992
kvflow_like,jct_ms,10000.0,4.0,100,50,0.8548956091813605,0.511667754921984
pat_like,jct_ms,1000.0,4.0,100,0,0.0,15.4837214823302
pat_like,jct_ms,5000.0,4.0,100,50,0.9134860546996492,0.309674429646604
pat_like,jct_ms,10000.0,4.0,100,50,0.9134860546996492,0.309674429646604
wafer_naive,jct_ms,1000.0,4.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,5000.0,4.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,10000.0,4.0,100,50,0.8522966450560671,0.5324903939071999
waferagent_full,jct_ms,1000.0,4.0,100,97,3.308835019292005,0.023354397032329895
waferagent_full,jct_ms,5000.0,4.0,100,100,3.411170122981449,0.022653765121359998
waferagent_full,jct_ms,10000.0,4.0,100,100,3.411170122981449,0.022653765121359998
ideal_next_use_cache,jct_ms,1000.0,4.0,100,96,3.274033045469655,0.020161250772224477
ideal_next_use_cache,jct_ms,5000.0,4.0,100,100,3.4104510890308903,0.0193548007413355
ideal_next_use_cache,jct_ms,10000.0,4.0,100,100,3.4104510890308903,0.0193548007413355
no_cache,jct_ms,1000.0,8.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,5000.0,8.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,10000.0,8.0,100,50,1.1348647291324003,0.5324903939071999
apc_like,jct_ms,1000.0,8.0,100,0,0.0,25.5660333938688
apc_like,jct_ms,5000.0,8.0,100,0,0.0,25.5660333938688
apc_like,jct_ms,10000.0,8.0,100,50,1.1394773335288173,0.511320667877376
kvflow_like,jct_ms,1000.0,8.0,100,0,0.0,25.565082125721595
kvflow_like,jct_ms,5000.0,8.0,100,0,0.0,25.565082125721595
kvflow_like,jct_ms,10000.0,8.0,100,50,1.1394773335288173,0.5113016425144319
pat_like,jct_ms,1000.0,8.0,100,0,0.0,15.41688373814
pat_like,jct_ms,5000.0,8.0,100,50,1.1646827808825475,0.3083376747628
pat_like,jct_ms,10000.0,8.0,100,51,1.1879764365001986,0.30229183800274506
wafer_naive,jct_ms,1000.0,8.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,5000.0,8.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,10000.0,8.0,100,50,1.1348647291324003,0.5324903939071999
waferagent_full,jct_ms,1000.0,8.0,100,66,3.2155952781243644,0.036091656041392424
waferagent_full,jct_ms,5000.0,8.0,100,88,4.287460370832486,0.027068742031044316
waferagent_full,jct_ms,10000.0,8.0,100,100,4.872114057764188,0.023820492987319
ideal_next_use_cache,jct_ms,1000.0,8.0,100,62,3.0846207669605468,0.03212126870851048
ideal_next_use_cache,jct_ms,5000.0,8.0,100,95,4.726435046149225,0.020963354315027896
ideal_next_use_cache,jct_ms,10000.0,8.0,100,100,4.9751947854202365,0.0199151865992765
no_cache,jct_ms,1000.0,16.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,5000.0,16.0,100,0,0.0,26.624519695359997
no_cache,jct_ms,10000.0,16.0,100,50,1.3603716686969256,0.5324903939071999
apc_like,jct_ms,1000.0,16.0,100,0,0.0,25.5409917212672
apc_like,jct_ms,5000.0,16.0,100,0,0.0,25.5409917212672
apc_like,jct_ms,10000.0,16.0,100,50,1.369713895930294,0.5108198344253441
