LRU_regret_candidate_count,LRU_regret_tokens,asg_opportunity_score,combined_code_state_reuse_tokens,cross_agent_reuse_ratio,delayed_reuse_ratio,edit_diff_reuse_tokens,estimated_live_kv_pressure,estimated_lru_eviction_risk,estimated_memory_pressure_ratio,exclusion_reasons,failure_state_reuse_tokens,file_context_reuse_tokens,fraction_states_with_exact_token_hash,fraction_states_with_semantic_key,fraction_unknown_or_dialogue_delta,full_history_likely,full_history_likely_ratio,high_value_delayed_reuse_count,high_value_delayed_reuse_tokens,large_state_reuse_tokens,load_status,monotonic_context_growth_score,num_agents,num_llm_events,num_tool_events,paper_usable,phase_dependent_reuse_score,prompt_reconstruction_distribution,quality_label,selection_label,source_file,state_type_distribution,test_failure_reuse_tokens,total_state_tokens,trace_id,trace_idx
0,0,0.05374712052308815,6144.0,0.42857142857142855,0.0,0,36.25000013504177,0.0,79.84375029744115,,0,2304,0.36666666666666664,0.36666666666666664,0.06666666666666667,False,0.0,0,0,26624,loaded,1.0,2,14,5,True,0.0,"{""explicit"": 14}",high,matched_control,traces\synthetic_agent\raw\control_0000.normalized.json,"{""agent_role"": 2, ""assistant_delta"": 16, ""dialogue_delta"": 2, ""failure_summary"": 1, ""file_context"": 1, ""raw_error_log"": 1, ""summary_state"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 2, ""tool_observation"": 1, ""web_result"": 1}",3840,8176,d4245eeabd4267ef,0
0,0,0.054043231297044726,6528.0,0.42857142857142855,0.0,0,36.25000013504177,0.0,82.34375030675437,,0,2688,0.375,0.375,0.09375,False,0.0,0,0,28672,loaded,1.0,2,15,5,True,0.0,"{""explicit"": 15}",high,matched_control,traces\synthetic_agent\raw\control_0001.normalized.json,"{""agent_role"": 2, ""assistant_delta"": 17, ""dialogue_delta"": 3, ""failure_summary"": 1, ""file_context"": 1, ""raw_error_log"": 1, ""summary_state"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 2, ""tool_observation"": 1, ""web_result"": 1}",3840,8432,d1fb503efc768187,1
0,0,0.05434888022519028,7168.0,0.42857142857142855,0.0,0,36.25000013504177,0.0,82.50000030733645,,0,2688,0.34375,0.34375,0.0625,False,0.0,0,0,30720,loaded,1.0,2,16,5,True,0.0,"{""explicit"": 16}",high,matched_control,traces\synthetic_agent\raw\control_0002.normalized.json,"{""agent_role"": 2, ""assistant_delta"": 18, ""dialogue_delta"": 2, ""failure_summary"": 1, ""file_context"": 1, ""raw_error_log"": 1, ""summary_state"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 2, ""tool_observation"": 1, ""web_result"": 1}",4480,8448,1b9bf430838d2a8f,2
0,0,0.05380567710338387,6144.0,0.42857142857142855,0.0,0,36.25000013504177,0.0,81.09375030209776,,0,2304,0.3870967741935484,0.3870967741935484,0.0967741935483871,False,0.0,0,0,26624,loaded,1.0,2,14,5,True,0.0,"{""explicit"": 14}",high,matched_control,traces\synthetic_agent\raw\control_0003.normalized.json,"{""agent_role"": 2, ""assistant_delta"": 16, ""dialogue_delta"": 3, ""failure_summary"": 1, ""file_context"": 1, ""raw_error_log"": 1, ""summary_state"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 2, ""tool_observation"": 1, ""web_result"": 1}",3840,8304,512acf2fdfd46abf,3
0,0,0.05398467471674902,6528.0,0.42857142857142855,0.0,0,36.25000013504177,0.0,81.09375030209776,,0,2688,0.3548387096774194,0.3548387096774194,0.06451612903225806,False,0.0,0,0,28672,loaded,1.0,2,15,5,True,0.0,"{""explicit"": 15}",high,matched_control,traces\synthetic_agent\raw\control_0004.normalized.json,"{""agent_role"": 2, ""assistant_delta"": 17, ""dialogue_delta"": 2, ""failure_summary"": 1, ""file_context"": 1, ""raw_error_log"": 1, ""summary_state"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 2, ""tool_observation"": 1, ""web_result"": 1}",3840,8304,d24807048d5f904e,4
0,0,0.054407436805485994,7168.0,0.42857142857142855,0.0,0,36.25000013504177,0.0,83.75000031199306,,0,2688,0.36363636363636365,0.36363636363636365,0.09090909090909091,False,0.0,0,0,30720,loaded,1.0,2,16,5,True,0.0,"{""explicit"": 16}",high,matched_control,traces\synthetic_agent\raw\control_0005.normalized.json,"{""agent_role"": 2, ""assistant_delta"": 18, ""dialogue_delta"": 3, ""failure_summary"": 1, ""file_context"": 1, ""raw_error_log"": 1, ""summary_state"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 2, ""tool_observation"": 1, ""web_result"": 1}",4480,8576,97dfd1e41ea1bf77,5
21,11264,0.38585133837248436,65536.0,0.8787878787878788,0.10526315789473684,15360,87.34375032538082,1.0,271.56250101164915,,9216,21504,0.421875,0.421875,0.15625,False,0.0,24,15744,141312,loaded,0.7407407407407406,4,28,9,True,0.5891829689298044,"{""explicit"": 28}",high,matched_control,traces\synthetic_agent\raw\opportunity_0000.normalized.json,"{""agent_role"": 4, ""assistant_delta"": 34, ""dialogue_delta"": 10, ""edit_diff"": 1, ""failure_summary"": 2, ""file_context"": 1, ""raw_error_log"": 2, ""summary_state"": 2, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 2, ""tool_observation"": 2, ""web_result"": 2}",28672,27808,5455d8eda39cae0e,6
23,19712,0.5094294611962007,82816.0,0.8918918918918919,0.1037344398340249,22528,105.00000039115548,1.0,377.343751405715,,16000,26624,0.42857142857142855,0.42857142857142855,0.17142857142857143,False,0.0,25,24064,171648,loaded,0.7241379310344829,4,30,10,True,0.6890269151138716,"{""explicit"": 30}",high,matched_control,traces\synthetic_agent\raw\opportunity_0001.normalized.json,"{""agent_role"": 4, ""assistant_delta"": 36, ""dialogue_delta"": 12, ""edit_diff"": 1, ""failure_summary"": 2, ""file_context"": 1, ""raw_error_log"": 3, ""summary_state"": 2, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 3, ""tool_observation"": 2, ""web_result"": 2}",33664,38640,cf5162fa5e947ba8,7
25,29312,0.600752369558272,111232.0,0.8571428571428571,0.10465116279069768,25600,124.84375046507921,1.0,506.2500018859282,,15104,38912,0.4342105263157895,0.4342105263157895,0.17105263157894737,False,0.0,27,34688,212736,loaded,0.7419354838709679,4,32,11,True,0.7135802469135802,"{""explicit"": 32}",high,opportunity_rich,traces\synthetic_agent\raw\opportunity_0002.normalized.json,"{""agent_role"": 4, ""assistant_delta"": 39, ""dialogue_delta"": 13, ""edit_diff"": 1, ""failure_summary"": 3, ""file_context"": 2, ""raw_error_log"": 3, ""summary_state"": 2, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 3, ""tool_observation"": 2, ""web_result"": 2}",46720,51840,70d84be3a4787deb,8
15,15872,0.4856191147671268,119680.0,0.8780487804878049,0.07272727272727272,12288,120.00000044703484,1.0,414.062501542503,,15360,52224,0.4714285714285714,0.4714285714285714,0.2,False,0.0,16,18944,208000,loaded,0.7777777777777782,4,28,9,True,0.6520754716981132,"{""explicit"": 28}",high,matched_control,traces\synthetic_agent\raw\opportunity_0003.normalized.json,"{""agent_role"": 4, ""assistant_delta"": 36, ""dialogue_delta"": 14, ""edit_diff"": 1, ""failure_summary"": 2, ""file_context"": 1, ""raw_error_log"": 2, ""summary_state"": 2, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 2, ""tool_observation"": 2, ""web_result"": 2}",55168,42400,0ef3c54dae53b440,9
17,14336,0.43001833956813484,62592.0,0.9090909090909091,0.0851063829787234,19968,90.00000033527613,1.0,349.8437513032695,,13056,19968,0.47368421052631576,0.47368421052631576,0.21052631578947367,False,0.0,20,19200,145024,loaded,0.758620689655172,4,30,10,True,0.5895489057615007,"{""explicit"": 30}",high,matched_control,traces\synthetic_agent\raw\opportunity_0004.normalized.json,"{""agent_role"": 4, ""assistant_delta"": 38, ""dialogue_delta"": 16, ""edit_diff"": 1, ""failure_summary"": 2, ""file_context"": 1, ""raw_error_log"": 3, ""summary_state"": 2, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 3, ""tool_observation"": 2, ""web_result"": 2}",22656,35824,75dfc06bbc8cdc71,10
25,25472,0.5722807376311817,87168.0,0.8648648648648649,0.12260536398467432,24576,108.75000040512532,1.0,428.7500015972182,,15360,31232,0.4027777777777778,0.4027777777777778,0.1388888888888889,False,0.0,32,33920,181376,loaded,0.7096774193548389,4,32,11,True,0.7521865889212828,"{""explicit"": 32}",high,matched_control,traces\synthetic_agent\raw\opportunity_0005.normalized.json,"{""agent_role"": 4, ""assistant_delta"": 38, ""dialogue_delta"": 10, ""edit_diff"": 1, ""failure_summary"": 3, ""file_context"": 2, ""raw_error_log"": 3, ""summary_state"": 2, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 3, ""tool_observation"": 2, ""web_result"": 2}",31360,43904,865d174ac3db11da,11
